M, u(M), chi(M), m(M)
4671, -0.44, 0.04, -0.04
4672, -0.52, 0.16, -0.08
4673, -0.52, 0.36, -0.12
4674, -0.36, 0, 0
4675, -0.36, 0, 0
4676, -0.6, 2.56, 0.32
4677, -0.44, 1, 0.2
4678, -0.44, 1.44, 0.24
4679, -0.6, 4, 0.4
4680, -0.44, 0.16, -0.08
4681, -0.36, 0.36, -0.12
4682, -0.44, 0.36, -0.12
4683, -0.44, 0.16, -0.08
4684, -0.28, 0, 0
4685, -0.36, 1.44, 0.24
4686, -0.28, 0.36, 0.12
4687, -0.28, 0.04, 0.04
4688, -0.6, 4, -0.4
4689, -0.36, 1, -0.2
4690, -0.52, 1.44, -0.24
4691, -0.44, 4, -0.4
4692, -0.36, 0.16, -0.08
4693, -0.36, 0.16, -0.08
4694, -0.52, 0.16, -0.08
4695, -0.44, 1, -0.2
4696, -0.12, 0.04, -0.04
4697, -0.68, 9, -0.6
4698, -0.44, 1.44, -0.24
4699, -0.44, 2.56, -0.32
4700, -0.52, 0.64, -0.16
4701, -0.36, 0.04, -0.04
4702, -0.52, 0.64, 0.16
4703, -0.68, 1, 0.2
4704, -0.6, 6.76, 0.52
4705, -0.2, 1.44, 0.24
4706, -0.2, 0.36, 0.12
4707, -0.36, 1.44, -0.24
4708, -0.52, 0.04, 0.04
4709, -0.44, 1, 0.2
4710, -0.28, 1, 0.2
4711, -0.44, 2.56, 0.32
4712, -0.44, 0.36, 0.12
4713, -0.36, 0.04, 0.04
4714, -0.36, 0.16, -0.08
4715, -0.44, 0.16, 0.08
4716, -0.6, 0.16, -0.08
4717, -0.52, 0.04, -0.04
4718, -0.36, 0.64, -0.16
4719, -0.2, 0.36, 0.12
4720, -0.36, 0.04, 0.04
4721, -0.28, 1.96, 0.28
4722, -0.52, 2.56, 0.32
4723, -0.44, 5.76, 0.48
4724, -0.2, 0.64, 0.16
4725, -0.36, 0.16, 0.08
4726, -0.44, 0.16, -0.08
4727, -0.44, 0.04, -0.04
4728, -0.44, 0.36, -0.12
4729, -0.44, 0.64, -0.16
4730, -0.36, 0, 0
4731, -0.36, 1, 0.2
4732, -0.6, 4.84, 0.44
4733, -0.52, 7.84, 0.56
4734, -0.6, 4.84, 0.44
4735, -0.76, 11.56, 0.68
4736, -0.52, 3.24, 0.36
4737, -0.52, 1.44, 0.24
4738, -0.36, 0, 0
4739, -0.36, 0.04, 0.04
4740, -0.36, 0.16, 0.08
4741, -0.44, 0.16, -0.08
4742, -0.6, 0.04, -0.04
4743, -0.52, 0.04, -0.04
4744, -0.36, 0.04, 0.04
4745, -0.36, 0.64, 0.16
4746, -0.36, 5.76, 0.48
4747, -0.6, 5.76, 0.48
4748, -0.44, 1.44, 0.24
4749, -0.44, 0.36, 0.12
4750, -0.6, 4.84, 0.44
4751, -0.6, 3.24, 0.36
4752, -0.44, 0.64, 0.16
4753, -0.44, 0.04, 0.04
4754, -0.28, 0.16, 0.08
4755, -0.36, 0.36, 0.12
4756, -0.44, 0.36, 0.12
4757, -0.6, 0.36, 0.12
4758, -0.44, 0.04, -0.04
4759, -0.44, 0.64, 0.16
4760, -0.6, 0.04, 0.04
4761, -0.68, 0.04, 0.04
4762, -0.6, 0.36, 0.12
4763, -0.52, 0.04, -0.04
4764, -0.52, 0.36, 0.12
4765, -0.52, 0.36, 0.12
4766, -0.6, 0, 0
4767, -0.44, 0.64, 0.16
4768, -0.36, 0.36, 0.12
4769, -0.44, 3.24, 0.36
4770, -0.44, 0.36, 0.12
4771, -0.36, 0.36, -0.12
4772, -0.6, 2.56, -0.32
4773, -0.52, 0.36, -0.12
4774, -0.44, 0.04, -0.04
4775, -0.52, 0.64, 0.16
4776, -0.28, 1.44, 0.24
4777, -0.44, 1, 0.2
4778, -0.36, 1.44, 0.24
4779, -0.6, 7.84, 0.56
4780, -0.28, 0.04, 0.04
4781, -0.52, 2.56, 0.32
4782, -0.44, 1.44, 0.24
4783, -0.68, 0, 0
4784, -0.6, 0, 0
4785, -0.52, 0, 0
4786, -0.52, 0.36, 0.12
4787, -0.12, 0.64, -0.16
4788, -0.36, 0.16, -0.08
4789, -0.36, 0.16, -0.08
4790, -0.52, 1.96, -0.28
4791, -0.6, 6.76, -0.52
4792, -0.6, 0.64, -0.16
4793, -0.52, 0.64, -0.16
4794, -0.44, 0.36, 0.12
4795, -0.28, 1, 0.2
4796, -0.28, 1.44, 0.24
4797, -0.28, 0.16, -0.08
4798, -0.6, 0.16, 0.08
4799, -0.52, 0.36, 0.12
4800, -0.44, 0.04, 0.04
4801, -0.52, 0.64, 0.16
4802, -0.68, 1.96, -0.28
4803, -0.52, 2.56, -0.32
4804, -0.68, 2.56, -0.32
4805, -0.6, 2.56, -0.32
4806, -0.52, 0.64, -0.16
4807, -0.44, 0.16, 0.08
4808, -0.44, 0.36, 0.12
4809, -0.36, 1.96, 0.28
4810, -0.52, 1, 0.2
4811, -0.44, 0.04, -0.04
4812, -0.52, 0.04, -0.04
4813, -0.44, 0.16, -0.08
4814, -0.52, 0.36, 0.12
4815, -0.44, 1.44, 0.24
4816, -0.36, 0.16, 0.08
4817, -0.52, 0.36, -0.12
4818, -0.44, 2.56, -0.32
4819, -0.52, 0, 0
4820, -0.52, 0.16, 0.08
4821, -0.52, 2.56, 0.32
4822, -0.68, 0.04, 0.04
4823, -0.6, 0.04, 0.04
4824, -0.52, 0.36, 0.12
4825, -0.52, 2.56, 0.32
4826, -0.6, 6.76, 0.52
4827, -0.36, 1.44, 0.24
4828, -0.28, 0.36, 0.12
4829, -0.6, 0.04, -0.04
4830, -0.44, 3.24, -0.36
4831, -0.44, 2.56, -0.32
4832, -0.6, 3.24, -0.36
4833, -0.44, 6.76, -0.52
4834, -0.68, 12.96, -0.72
4835, -0.52, 4.84, -0.44
4836, -0.36, 0, 0
4837, -0.12, 0.36, 0.12
4838, -0.68, 0.64, -0.16
4839, -0.44, 0.16, -0.08
4840, -0.44, 0.16, -0.08
4841, -0.36, 0.64, -0.16
4842, -0.44, 1.44, -0.24
4843, -0.52, 2.56, -0.32
4844, -0.36, 0.64, -0.16
4845, -0.2, 0.16, -0.08
4846, -0.28, 0.36, 0.12
4847, -0.44, 0.64, 0.16
4848, -0.6, 0.64, 0.16
4849, -0.44, 0.04, -0.04
4850, -0.52, 0.04, -0.04
4851, -0.36, 0.64, 0.16
4852, -0.44, 0.04, 0.04
4853, -0.36, 0.04, -0.04
4854, -0.52, 0, 0
4855, -0.28, 0.36, -0.12
4856, -0.44, 2.56, -0.32
4857, -0.44, 3.24, -0.36
4858, -0.44, 5.76, -0.48
4859, -0.36, 1, -0.2
4860, -0.52, 1.96, -0.28
4861, -0.44, 3.24, -0.36
4862, -0.36, 2.56, -0.32
4863, -0.44, 1.44, -0.24
4864, -0.76, 1, 0.2
4865, -0.68, 1.44, 0.24
4866, -0.6, 1, 0.2
4867, -0.6, 9, 0.6
4868, -0.6, 1, 0.2
4869, -0.6, 0.16, -0.08
4870, -0.6, 1, -0.2
4871, -0.52, 0.16, -0.08
4872, -0.6, 0.04, -0.04
4873, -0.52, 1.96, 0.28
4874, -0.6, 3.24, 0.36
4875, -0.52, 3.24, 0.36
4876, -0.52, 3.24, 0.36
4877, -0.6, 1.44, 0.24
4878, -0.52, 0.16, 0.08
4879, -0.36, 0.64, -0.16
4880, -0.36, 0.04, -0.04
4881, -0.6, 3.24, -0.36
4882, -0.6, 1, -0.2
4883, -0.6, 7.84, -0.56
4884, -0.6, 1, -0.2
4885, -0.52, 0.16, 0.08
4886, -0.6, 0.04, 0.04
4887, -0.28, 0.04, -0.04
4888, -0.44, 0.64, -0.16
4889, -0.44, 0.64, -0.16
4890, -0.28, 1, -0.2
4891, -0.36, 1, -0.2
4892, -0.52, 4.84, -0.44
4893, -0.52, 4, -0.4
4894, -0.44, 5.76, -0.48
4895, -0.44, 1, -0.2
4896, -0.6, 0.04, 0.04
4897, -0.52, 2.56, 0.32
4898, -0.68, 0.64, 0.16
4899, -0.52, 0.16, 0.08
4900, -0.6, 1.44, 0.24
4901, -0.52, 2.56, 0.32
4902, -0.36, 0.64, -0.16
4903, -0.36, 0.16, 0.08
4904, -0.52, 0.36, -0.12
4905, -0.36, 0, 0
4906, -0.44, 1.96, -0.28
4907, -0.44, 0.36, 0.12
4908, -0.36, 0.16, 0.08
4909, -0.44, 1, 0.2
4910, -0.52, 0.36, 0.12
4911, -0.2, 0.64, -0.16
4912, -0.44, 0.16, 0.08
4913, -0.44, 0.16, 0.08
4914, -0.52, 0.04, 0.04
4915, -0.28, 0, 0
4916, -0.36, 0.04, 0.04
4917, -0.44, 4, 0.4
4918, -0.44, 5.76, 0.48
4919, -0.52, 4.84, 0.44
4920, -0.52, 0.36, 0.12
4921, -0.28, 0, 0
4922, -0.52, 0.36, 0.12
4923, -0.52, 0.16, -0.08
4924, -0.52, 0.16, -0.08
4925, -0.2, 0.64, -0.16
4926, -0.36, 0, 0
4927, -0.36, 0.04, -0.04
4928, -0.44, 0.64, -0.16
4929, -0.2, 1.44, -0.24
4930, -0.44, 0.04, -0.04
4931, -0.6, 0.64, 0.16
4932, -0.6, 0.64, 0.16
4933, -0.36, 0.04, 0.04
4934, -0.52, 1.44, 0.24
4935, -0.44, 0, 0
4936, -0.44, 1, 0.2
4937, -0.44, 0.16, 0.08
4938, -0.44, 1.44, -0.24
4939, -0.28, 0.04, -0.04
4940, -0.52, 0.36, 0.12
4941, -0.44, 0.16, -0.08
4942, -0.6, 1.96, -0.28
4943, -0.6, 1, -0.2
4944, -0.52, 1, 0.2
4945, -0.52, 1.96, 0.28
4946, -0.28, 1, 0.2
4947, -0.52, 6.76, 0.52
4948, -0.44, 2.56, 0.32
4949, -0.52, 0.64, 0.16
4950, -0.52, 1, 0.2
4951, -0.36, 0.64, 0.16
4952, -0.28, 0, 0
4953, -0.44, 0.04, 0.04
4954, -0.28, 0.64, 0.16
4955, -0.68, 2.56, 0.32
4956, -0.52, 1.96, 0.28
4957, -0.68, 2.56, 0.32
4958, -0.52, 0.16, -0.08
4959, -0.52, 1, 0.2
4960, -0.52, 0.04, -0.04
4961, -0.28, 0.16, -0.08
4962, -0.28, 0.16, -0.08
4963, -0.44, 0.36, -0.12
4964, -0.52, 0.36, -0.12
4965, -0.52, 5.76, 0.48
4966, -0.28, 1.44, 0.24
4967, -0.44, 0.64, 0.16
4968, -0.6, 0.36, -0.12
4969, -0.44, 0, 0
4970, -0.68, 0, 0
4971, -0.52, 0.16, -0.08
4972, -0.52, 0.36, -0.12
4973, -0.44, 4, -0.4
4974, -0.6, 3.24, -0.36
4975, -0.76, 1, -0.2
4976, -0.68, 0.16, 0.08
4977, -0.52, 0.04, 0.04
4978, -0.6, 0.16, 0.08
4979, -0.52, 1.44, -0.24
4980, -0.52, 0.36, -0.12
4981, -0.6, 3.24, -0.36
4982, -0.6, 3.24, -0.36
4983, -0.44, 0.36, -0.12
4984, -0.36, 0.36, 0.12
4985, -0.6, 2.56, 0.32
4986, -0.52, 1, 0.2
4987, -0.6, 1.44, 0.24
4988, -0.36, 0.36, 0.12
4989, -0.44, 0.64, 0.16
4990, -0.36, 1, 0.2
4991, -0.68, 3.24, 0.36
4992, -0.6, 3.24, 0.36
4993, -0.6, 1.96, 0.28
4994, -0.44, 1, 0.2
4995, -0.6, 0.36, 0.12
4996, -0.52, 0.04, 0.04
4997, -0.52, 0.16, -0.08
4998, -0.28, 4.84, -0.44
4999, -0.28, 0, 0
5000, -0.52, 0.36, 0.12
5001, -0.52, 0.04, -0.04
5002, -0.44, 0.64, -0.16
5003, -0.36, 0.64, 0.16
5004, -0.28, 0.16, -0.08
5005, -0.28, 0, 0
5006, -0.52, 0.04, 0.04
5007, -0.68, 4, 0.4
5008, -0.44, 1, 0.2
5009, -0.36, 1.96, 0.28
5010, -0.52, 0.04, 0.04
5011, -0.6, 0.64, -0.16
5012, -0.52, 0.16, 0.08
5013, -0.6, 0.16, 0.08
5014, -0.36, 0.64, 0.16
5015, -0.6, 0.36, 0.12
5016, -0.6, 0.04, 0.04
5017, -0.44, 1, 0.2
5018, -0.52, 0.64, 0.16
5019, -0.36, 0, 0
5020, -0.36, 1.96, 0.28
5021, -0.36, 0.36, 0.12
5022, -0.44, 0.36, 0.12
5023, -0.52, 1.96, 0.28
5024, -0.52, 1.44, 0.24
5025, -0.6, 1, 0.2
5026, -0.36, 0.36, 0.12
5027, -0.36, 0.04, 0.04
5028, -0.52, 0.64, 0.16
5029, -0.52, 1.44, 0.24
5030, -0.44, 0.16, 0.08
5031, -0.52, 1, 0.2
5032, -0.44, 0.36, 0.12
5033, -0.36, 0.04, -0.04
5034, -0.68, 0.36, -0.12
5035, -0.76, 1.44, -0.24
5036, -0.52, 1, -0.2
5037, -0.6, 0.04, -0.04
5038, -0.52, 0, 0
5039, -0.52, 0.36, -0.12
5040, -0.36, 0.04, 0.04
5041, -0.44, 0.16, -0.08
5042, -0.6, 0.04, -0.04
5043, -0.28, 1, -0.2
5044, -0.68, 2.56, 0.32
5045, -0.44, 0.36, 0.12
5046, -0.44, 1.44, 0.24
5047, -0.44, 0, 0
5048, -0.52, 1.44, 0.24
5049, -0.44, 1, 0.2
5050, -0.44, 1, 0.2
5051, -0.6, 0.64, 0.16
5052, -0.52, 0, 0
5053, -0.44, 1, -0.2
5054, -0.6, 0.36, 0.12
5055, -0.36, 1, 0.2
5056, -0.44, 0.16, 0.08
5057, -0.36, 0.64, 0.16
5058, -0.28, 0.64, 0.16
5059, -0.36, 1, 0.2
5060, -0.36, 0.16, 0.08
5061, -0.36, 1, 0.2
5062, -0.52, 3.24, 0.36
5063, -0.28, 0.64, 0.16
5064, -0.44, 0.04, 0.04
5065, -0.36, 0.16, -0.08
5066, -0.36, 0.36, -0.12
5067, -0.6, 1, -0.2
5068, -0.52, 3.24, -0.36
5069, -0.52, 2.56, -0.32
5070, -0.44, 4.84, -0.44
5071, -0.52, 3.24, -0.36
5072, -0.44, 1.96, -0.28
5073, -0.28, 4, -0.4
5074, -0.44, 1.96, -0.28
5075, -0.44, 1.96, -0.28
5076, -0.44, 0.64, -0.16
5077, -0.36, 1.96, -0.28
5078, -0.2, 0, 0
5079, -0.2, 0.36, 0.12
5080, -0.76, 2.56, -0.32
5081, -0.36, 0.16, 0.08
5082, -0.68, 1.96, 0.28
5083, -0.44, 5.76, 0.48
5084, -0.36, 4.84, 0.44
5085, -0.52, 0.16, 0.08
5086, -0.52, 1.44, 0.24
5087, -0.44, 0.64, 0.16
5088, -0.28, 0, 0
5089, -0.36, 1.44, -0.24
5090, -0.44, 0.36, -0.12
5091, -0.44, 0.36, 0.12
5092, -0.44, 0.04, -0.04
5093, -0.28, 0.64, 0.16
5094, -0.28, 0.04, -0.04
5095, -0.52, 0.36, -0.12
5096, -0.52, 0.16, 0.08
5097, -0.52, 0, 0
5098, -0.68, 3.24, -0.36
5099, -0.68, 0.36, -0.12
5100, -0.52, 0.16, -0.08
5101, -0.6, 0.36, -0.12
5102, -0.44, 1, -0.2
5103, -0.6, 1, -0.2
5104, -0.36, 1.96, -0.28
5105, -0.44, 0.36, -0.12
5106, -0.36, 2.56, -0.32
5107, -0.52, 9, -0.6
5108, -0.44, 0.64, -0.16
5109, -0.44, 1, -0.2
5110, -0.6, 0.64, -0.16
5111, -0.44, 0.04, 0.04
5112, -0.6, 0.64, -0.16
5113, -0.68, 1.96, -0.28
5114, -0.6, 0, 0
5115, -0.6, 0, 0
5116, -0.28, 0.36, 0.12
5117, -0.6, 0.64, 0.16
5118, -0.6, 4, 0.4
5119, -0.52, 0.64, 0.16
5120, -0.36, 1.96, 0.28
5121, -0.44, 1.96, 0.28
5122, -0.52, 0.04, -0.04
5123, -0.28, 4.84, -0.44
5124, -0.2, 3.24, -0.36
5125, -0.44, 0.36, -0.12
5126, -0.44, 0.64, -0.16
5127, -0.52, 2.56, -0.32
5128, -0.36, 1.96, -0.28
5129, -0.6, 3.24, -0.36
5130, -0.36, 0.16, -0.08
5131, -0.44, 0.16, -0.08
5132, -0.44, 0.16, -0.08
5133, -0.52, 1, 0.2
5134, -0.6, 1, 0.2
5135, -0.44, 0.04, 0.04
5136, -0.36, 0.36, -0.12
5137, -0.44, 0.16, 0.08
5138, -0.44, 0.36, 0.12
5139, -0.28, 0.04, 0.04
5140, -0.44, 0.16, 0.08
5141, -0.36, 0, 0
5142, -0.36, 0.36, -0.12
5143, -0.2, 0, 0
5144, -0.44, 2.56, -0.32
5145, -0.6, 2.56, -0.32
5146, -0.52, 0.36, -0.12
5147, -0.36, 2.56, -0.32
5148, -0.52, 1.44, -0.24
5149, -0.44, 0.36, -0.12
5150, -0.44, 0.04, -0.04
5151, -0.52, 0.04, 0.04
5152, -0.36, 3.24, 0.36
5153, -0.44, 1, 0.2
5154, -0.44, 1, 0.2
5155, -0.6, 4, 0.4
5156, -0.36, 0.64, 0.16
5157, -0.44, 4, 0.4
5158, -0.36, 0.64, 0.16
5159, -0.44, 0.36, 0.12
5160, -0.6, 0.36, -0.12
5161, -0.28, 0.36, 0.12
5162, -0.52, 0.16, 0.08
5163, -0.6, 0.04, -0.04
5164, -0.52, 0, 0
5165, -0.52, 1.44, 0.24
5166, -0.52, 0.16, 0.08
5167, -0.6, 1.44, 0.24
5168, -0.52, 0.64, 0.16
5169, -0.36, 0.16, -0.08
5170, -0.44, 0.04, -0.04
5171, -0.36, 0.64, 0.16
5172, -0.36, 0.36, 0.12
5173, -0.44, 0, 0
5174, -0.36, 0.16, -0.08
5175, -0.28, 1.44, -0.24
5176, -0.6, 0.36, -0.12
5177, -0.28, 0, 0
5178, -0.28, 1, -0.2
5179, -0.6, 3.24, -0.36
5180, -0.44, 10.24, -0.64
5181, -0.36, 4, -0.4
5182, -0.6, 1, -0.2
5183, -0.52, 5.76, -0.48
5184, -0.36, 0.36, -0.12
5185, -0.52, 0.64, -0.16
5186, -0.36, 4.84, -0.44
5187, -0.6, 11.56, -0.68
5188, -0.44, 5.76, -0.48
5189, -0.44, 4, -0.4
5190, -0.36, 1.44, -0.24
5191, -0.36, 0.04, -0.04
5192, -0.44, 0.64, -0.16
5193, -0.52, 1.44, 0.24
5194, -0.52, 3.24, 0.36
5195, -0.44, 0.36, -0.12
5196, -0.44, 0.64, -0.16
5197, -0.6, 0.36, -0.12
5198, -0.36, 0.16, 0.08
5199, -0.52, 0.16, -0.08
5200, -0.44, 0.16, 0.08
5201, -0.36, 0.04, -0.04
5202, -0.52, 1.44, 0.24
5203, -0.68, 1.96, 0.28
5204, -0.44, 0.64, 0.16
5205, -0.6, 0.64, 0.16
5206, -0.36, 1.44, 0.24
5207, -0.52, 4.84, 0.44
5208, -0.36, 0.64, 0.16
5209, -0.36, 0.36, 0.12
5210, -0.52, 0.36, 0.12
5211, -0.68, 0.04, 0.04
5212, -0.28, 1.44, 0.24
5213, -0.44, 0.04, -0.04
5214, -0.52, 1.44, -0.24
5215, -0.68, 2.56, -0.32
5216, -0.76, 1, -0.2
5217, -0.28, 0.16, 0.08
5218, -0.52, 1.96, 0.28
5219, -0.36, 0.16, 0.08
5220, -0.44, 1, 0.2
5221, -0.28, 1, -0.2
5222, -0.44, 0.64, -0.16
5223, -0.44, 1.44, -0.24
5224, -0.36, 0.64, -0.16
5225, -0.52, 0.64, -0.16
5226, -0.36, 0.16, -0.08
5227, -0.44, 1, -0.2
5228, -0.52, 1.96, -0.28
5229, -0.36, 4, -0.4
5230, -0.44, 4, -0.4
5231, -0.44, 1.44, -0.24
5232, -0.12, 1.44, -0.24
5233, -0.28, 1.96, -0.28
5234, -0.44, 0.36, -0.12
5235, -0.36, 0.64, 0.16
5236, -0.52, 0.64, -0.16
5237, -0.44, 0.16, 0.08
5238, -0.52, 0.64, 0.16
5239, -0.6, 6.76, 0.52
5240, -0.36, 0.04, 0.04
5241, -0.36, 0.04, 0.04
5242, -0.52, 1, 0.2
5243, -0.76, 0.16, 0.08
5244, -0.52, 0.36, -0.12
5245, -0.52, 1.44, 0.24
5246, -0.36, 1, 0.2
5247, -0.52, 1, 0.2
5248, -0.52, 0.36, 0.12
5249, -0.44, 0.64, -0.16
5250, -0.6, 1.44, -0.24
5251, -0.6, 0.04, 0.04
5252, -0.36, 0.16, 0.08
5253, -0.6, 4.84, 0.44
5254, -0.52, 3.24, 0.36
5255, -0.44, 1, 0.2
5256, -0.44, 1.44, 0.24
5257, -0.44, 1.96, 0.28
5258, -0.68, 0.16, 0.08
5259, -0.52, 1, 0.2
5260, -0.52, 4, 0.4
5261, -0.28, 0.04, -0.04
5262, -0.52, 0.04, 0.04
5263, -0.52, 0, 0
5264, -0.44, 0.04, 0.04
5265, -0.52, 0.36, -0.12
5266, -0.44, 2.56, -0.32
5267, -0.44, 4, -0.4
5268, -0.68, 7.84, -0.56
5269, -0.68, 10.24, -0.64
5270, -0.76, 12.96, -0.72
5271, -0.6, 6.76, -0.52
5272, -0.28, 1.96, -0.28
5273, -0.52, 1.96, -0.28
5274, -0.44, 0.36, -0.12
5275, -0.6, 1.44, 0.24
5276, -0.52, 0.16, 0.08
5277, -0.44, 1.44, -0.24
5278, -0.52, 1, -0.2
5279, -0.44, 5.76, -0.48
5280, -0.52, 4.84, -0.44
5281, -0.52, 1.96, -0.28
5282, -0.36, 3.24, -0.36
5283, -0.36, 0.36, -0.12
5284, -0.36, 0.04, -0.04
5285, -0.36, 0.16, 0.08
5286, -0.44, 4, 0.4
5287, -0.44, 3.24, 0.36
5288, -0.44, 0.16, 0.08
5289, -0.76, 0.64, 0.16
5290, -0.6, 1.96, 0.28
5291, -0.52, 0.64, -0.16
5292, -0.36, 0.36, 0.12
5293, -0.44, 5.76, 0.48
5294, -0.52, 1.44, 0.24
5295, -0.52, 1.44, 0.24
5296, -0.6, 2.56, 0.32
5297, -0.6, 3.24, 0.36
5298, -0.52, 0.16, 0.08
5299, -0.52, 0.16, 0.08
5300, -0.28, 0.16, 0.08
5301, -0.44, 0.36, 0.12
5302, -0.44, 2.56, -0.32
5303, -0.28, 0.16, -0.08
5304, -0.36, 1, -0.2
5305, -0.52, 1.96, -0.28
5306, -0.52, 1.96, -0.28
5307, -0.36, 1.96, -0.28
5308, -0.28, 0.16, 0.08
5309, -0.6, 0.04, 0.04
5310, -0.44, 0.36, -0.12
5311, -0.36, 1.44, -0.24
5312, -0.68, 0.36, 0.12
5313, -0.6, 0.16, -0.08
5314, -0.52, 0.16, 0.08
5315, -0.36, 0.36, -0.12
5316, -0.36, 0.36, 0.12
5317, -0.52, 3.24, 0.36
5318, -0.52, 2.56, 0.32
5319, -0.52, 1, 0.2
5320, -0.36, 0.04, 0.04
5321, -0.2, 0.04, 0.04
5322, -0.52, 1.44, 0.24
5323, -0.44, 0, 0
5324, -0.36, 0.64, -0.16
5325, -0.6, 0.16, -0.08
5326, -0.52, 0.04, -0.04
5327, -0.44, 0, 0
5328, -0.44, 1.44, 0.24
5329, -0.2, 0.16, -0.08
5330, -0.52, 2.56, -0.32
5331, -0.36, 1, -0.2
5332, -0.28, 1.96, -0.28
5333, -0.36, 1.44, -0.24
5334, -0.2, 1.44, -0.24
5335, -0.44, 1.44, -0.24
5336, -0.44, 1.96, 0.28
5337, -0.36, 3.24, 0.36
5338, -0.52, 0.04, 0.04
5339, -0.6, 1.96, 0.28
5340, -0.44, 0.04, 0.04
5341, -0.36, 1.44, 0.24
5342, -0.6, 1.96, 0.28
5343, -0.52, 0.04, 0.04
5344, -0.52, 0, 0
5345, -0.52, 0, 0
5346, -0.44, 0.16, -0.08
5347, -0.36, 1, 0.2
5348, -0.44, 0.64, 0.16
5349, -0.36, 1.96, 0.28
5350, -0.6, 1.44, 0.24
5351, -0.44, 3.24, 0.36
5352, -0.52, 0.64, 0.16
5353, -0.52, 0, 0
5354, -0.52, 0.04, -0.04
5355, -0.36, 0.04, -0.04
5356, -0.44, 0.04, -0.04
5357, -0.36, 1.96, 0.28
5358, -0.44, 1, 0.2
5359, -0.2, 0.16, 0.08
5360, -0.44, 0.16, -0.08
5361, -0.6, 2.56, 0.32
5362, -0.44, 3.24, 0.36
5363, -0.2, 1, -0.2
5364, -0.36, 0.36, -0.12
5365, -0.28, 1, -0.2
5366, -0.6, 4, -0.4
5367, -0.6, 1.96, -0.28
5368, -0.6, 0.16, -0.08
5369, -0.52, 0.04, -0.04
5370, -0.68, 0, 0
5371, -0.68, 0.04, 0.04
5372, -0.6, 0.04, 0.04
5373, -0.6, 0.16, 0.08
5374, -0.52, 0.16, 0.08
5375, -0.36, 0.16, 0.08
5376, -0.52, 0.04, 0.04
5377, -0.52, 0.36, 0.12
5378, -0.44, 0, 0
5379, -0.52, 1, 0.2
5380, -0.52, 0.36, -0.12
5381, -0.36, 0.04, -0.04
5382, -0.52, 0, 0
5383, -0.44, 1, -0.2
5384, -0.44, 3.24, -0.36
5385, -0.44, 1.96, -0.28
5386, -0.44, 5.76, -0.48
5387, -0.44, 1.44, -0.24
5388, -0.36, 4, -0.4
5389, -0.36, 4.84, -0.44
5390, -0.52, 4, -0.4
5391, -0.44, 4.84, -0.44
5392, -0.52, 3.24, -0.36
5393, -0.36, 1, -0.2
5394, -0.28, 0, 0
5395, -0.44, 1.96, 0.28
5396, -0.36, 0, 0
5397, -0.28, 0.36, 0.12
5398, -0.52, 0, 0
5399, -0.68, 0.04, -0.04
5400, -0.28, 1, -0.2
5401, -0.68, 0.16, -0.08
5402, -0.52, 0.04, -0.04
5403, -0.36, 0.64, 0.16
5404, -0.6, 4, 0.4
5405, -0.52, 2.56, 0.32
5406, -0.68, 3.24, 0.36
5407, -0.6, 1.96, 0.28
5408, -0.52, 1.44, 0.24
5409, -0.28, 6.76, 0.52
5410, -0.6, 9, 0.6
5411, -0.36, 9, 0.6
5412, -0.36, 1.44, 0.24
5413, -0.36, 0.04, 0.04
5414, -0.36, 2.56, 0.32
5415, -0.36, 2.56, 0.32
5416, -0.28, 2.56, 0.32
5417, -0.44, 2.56, 0.32
5418, -0.52, 0.36, 0.12
5419, -0.44, 0, 0
5420, -0.44, 0, 0
5421, -0.44, 0.36, -0.12
5422, -0.44, 4.84, -0.44
5423, -0.44, 0.64, -0.16
5424, -0.6, 1.44, 0.24
5425, -0.36, 1.44, 0.24
5426, -0.44, 2.56, 0.32
5427, -0.52, 0.64, -0.16
5428, -0.36, 1, -0.2
5429, -0.36, 1.44, 0.24
5430, -0.2, 0.04, -0.04
5431, -0.52, 0, 0
5432, -0.28, 1, -0.2
5433, -0.28, 1.44, -0.24
5434, -0.52, 1, -0.2
5435, -0.44, 0, 0
5436, -0.2, 0.16, 0.08
5437, -0.12, 1, 0.2
5438, -0.44, 4.84, 0.44
5439, -0.28, 0.36, -0.12
5440, -0.36, 2.56, -0.32
5441, -0.44, 5.76, -0.48
5442, -0.44, 4.84, -0.44
5443, -0.6, 2.56, -0.32
5444, -0.52, 0.36, -0.12
5445, -0.6, 0.16, -0.08
5446, -0.6, 1.44, 0.24
5447, -0.44, 0.04, -0.04
5448, -0.44, 0.16, -0.08
5449, -0.36, 0.16, 0.08
5450, -0.44, 0.64, -0.16
5451, -0.44, 0.36, -0.12
5452, -0.28, 1.44, -0.24
5453, -0.28, 0.36, 0.12
5454, -0.36, 0.16, 0.08
5455, -0.68, 5.76, 0.48
5456, -0.52, 2.56, 0.32
5457, -0.44, 1, 0.2
5458, -0.6, 0.64, 0.16
5459, -0.52, 0.16, 0.08
5460, -0.44, 0, 0
5461, -0.52, 1.96, 0.28
5462, -0.44, 0.64, 0.16
5463, -0.44, 0.04, 0.04
5464, -0.52, 0.64, 0.16
5465, -0.44, 0.64, 0.16
5466, -0.6, 1.44, 0.24
5467, -0.44, 0, 0
5468, -0.52, 0, 0
5469, -0.44, 0.36, -0.12
5470, -0.36, 0.36, 0.12
