M, u(M), chi(M), m(M)
3283, -0.52, 3.24, 0.36
3284, -0.44, 1, 0.2
3285, -0.52, 0.04, -0.04
3286, -0.36, 1.96, 0.28
3287, -0.36, 1.96, 0.28
3288, -0.36, 0.64, 0.16
3289, -0.36, 0.16, 0.08
3290, -0.28, 0.04, 0.04
3291, -0.44, 0.04, 0.04
3292, -0.28, 0, 0
3293, -0.52, 0.64, -0.16
3294, -0.36, 0.16, -0.08
3295, -0.52, 0.16, 0.08
3296, -0.36, 1, -0.2
3297, -0.44, 0.64, -0.16
3298, -0.36, 0, 0
3299, -0.36, 0.04, 0.04
3300, -0.44, 0.64, 0.16
3301, -0.6, 0.16, -0.08
3302, -0.6, 1, -0.2
3303, -0.44, 0.16, 0.08
3304, -0.52, 1.96, 0.28
3305, -0.44, 0.04, -0.04
3306, -0.44, 0.04, -0.04
3307, -0.68, 0.64, -0.16
3308, -0.44, 2.56, 0.32
3309, -0.44, 0, 0
3310, -0.52, 0.36, -0.12
3311, -0.52, 1.96, -0.28
3312, -0.52, 0.04, -0.04
3313, -0.44, 0, 0
3314, -0.44, 1.44, -0.24
3315, -0.44, 2.56, -0.32
3316, -0.44, 1.44, -0.24
3317, -0.36, 0.36, 0.12
3318, -0.44, 0.64, 0.16
3319, -0.36, 0.16, 0.08
3320, -0.52, 0.64, -0.16
3321, -0.68, 0.16, 0.08
3322, -0.76, 1.96, -0.28
3323, -0.6, 0.16, -0.08
3324, -0.52, 0.64, -0.16
3325, -0.52, 0.04, -0.04
3326, -0.52, 2.56, -0.32
3327, -0.36, 5.76, -0.48
3328, -0.52, 7.84, -0.56
3329, -0.68, 4, -0.4
3330, -0.44, 3.24, -0.36
3331, -0.6, 4, -0.4
3332, -0.52, 4, -0.4
3333, -0.52, 5.76, -0.48
3334, -0.52, 4.84, -0.44
3335, -0.36, 0.04, -0.04
3336, -0.44, 0.36, 0.12
3337, -0.52, 0, 0
3338, -0.68, 2.56, 0.32
3339, -0.68, 1, 0.2
3340, -0.6, 0.64, 0.16
3341, -0.36, 0.16, -0.08
3342, -0.52, 0.16, -0.08
3343, -0.52, 3.24, -0.36
3344, -0.52, 5.76, -0.48
3345, -0.44, 6.76, -0.52
3346, -0.36, 0.04, 0.04
3347, -0.28, 2.56, 0.32
3348, -0.28, 0.04, 0.04
3349, -0.68, 4, 0.4
3350, -0.44, 3.24, 0.36
3351, -0.44, 0, 0
3352, -0.44, 1, 0.2
3353, -0.44, 1.96, -0.28
3354, -0.44, 2.56, -0.32
3355, -0.36, 0.16, -0.08
3356, -0.28, 0.36, 0.12
3357, -0.44, 0.04, 0.04
3358, -0.2, 0.16, 0.08
3359, -0.44, 0.36, 0.12
3360, -0.36, 0.16, 0.08
3361, -0.44, 0.64, 0.16
3362, -0.28, 2.56, -0.32
3363, -0.28, 0.16, -0.08
3364, -0.44, 3.24, -0.36
3365, -0.6, 1.96, -0.28
3366, -0.6, 2.56, -0.32
3367, -0.52, 1.44, -0.24
3368, -0.44, 0.64, -0.16
3369, -0.52, 2.56, -0.32
3370, -0.44, 2.56, -0.32
3371, -0.36, 0, 0
3372, -0.44, 3.24, -0.36
3373, -0.52, 4.84, -0.44
3374, -0.76, 1.96, -0.28
3375, -0.6, 3.24, -0.36
3376, -0.68, 0.64, -0.16
3377, -0.52, 0, 0
3378, -0.44, 0.16, 0.08
3379, -0.2, 0.04, 0.04
3380, -0.44, 0.16, 0.08
3381, -0.52, 0.64, 0.16
3382, -0.6, 0.64, 0.16
3383, -0.36, 0.64, 0.16
3384, -0.28, 0.36, -0.12
3385, -0.36, 1.96, -0.28
3386, -0.28, 1.44, -0.24
3387, -0.44, 2.56, -0.32
3388, -0.68, 6.76, -0.52
3389, -0.52, 10.24, -0.64
3390, -0.44, 3.24, -0.36
3391, -0.6, 0.64, -0.16
3392, -0.6, 0.16, -0.08
3393, -0.52, 1, 0.2
3394, -0.36, 0.16, -0.08
3395, -0.36, 0, 0
3396, -0.2, 0.16, -0.08
3397, -0.44, 0.04, -0.04
3398, -0.52, 1.44, 0.24
3399, -0.28, 0.36, -0.12
3400, -0.6, 3.24, -0.36
3401, -0.28, 2.56, -0.32
3402, -0.76, 11.56, -0.68
3403, -0.52, 4, -0.4
3404, -0.6, 2.56, -0.32
3405, -0.2, 0.64, -0.16
3406, -0.44, 0.64, -0.16
3407, -0.52, 0.16, -0.08
3408, -0.28, 0.64, 0.16
3409, -0.52, 1.96, 0.28
3410, -0.44, 4, 0.4
3411, -0.44, 0.64, 0.16
3412, -0.44, 1, -0.2
3413, -0.52, 1, 0.2
3414, -0.28, 1.44, 0.24
3415, -0.12, 1.44, 0.24
3416, -0.12, 0.36, 0.12
3417, -0.28, 1, -0.2
3418, -0.36, 0.16, -0.08
3419, -0.36, 0.36, 0.12
3420, -0.44, 1.96, 0.28
3421, -0.44, 0.36, 0.12
3422, -0.28, 1, 0.2
3423, -0.68, 4, 0.4
3424, -0.52, 2.56, 0.32
3425, -0.52, 0.16, 0.08
3426, -0.36, 0.64, -0.16
3427, -0.36, 0, 0
3428, -0.52, 0, 0
3429, -0.68, 0.36, 0.12
3430, -0.52, 0.16, -0.08
3431, -0.44, 0, 0
3432, -0.52, 0, 0
3433, -0.52, 1.44, 0.24
3434, -0.44, 1, 0.2
3435, -0.36, 0.16, -0.08
3436, -0.36, 0.16, -0.08
3437, -0.36, 0.16, -0.08
3438, -0.44, 0.04, -0.04
3439, -0.44, 0.64, -0.16
3440, -0.28, 0.16, 0.08
3441, -0.28, 1, 0.2
3442, -0.52, 4.84, 0.44
3443, -0.6, 2.56, 0.32
3444, -0.52, 1.96, 0.28
3445, -0.52, 0.04, 0.04
3446, -0.68, 0.16, -0.08
3447, -0.68, 0.04, -0.04
3448, -0.44, 0.04, -0.04
3449, -0.52, 1.44, -0.24
3450, -0.44, 0.64, -0.16
3451, -0.44, 0.04, -0.04
3452, -0.6, 0.36, -0.12
3453, -0.44, 1.96, -0.28
3454, -0.52, 4, -0.4
3455, -0.68, 0.36, -0.12
3456, -0.36, 0.36, 0.12
3457, -0.36, 3.24, 0.36
3458, -0.52, 3.24, 0.36
3459, -0.52, 0, 0
3460, -0.52, 0.04, -0.04
3461, -0.52, 0.36, -0.12
3462, -0.36, 1.96, -0.28
3463, -0.36, 0, 0
3464, -0.44, 0.64, 0.16
3465, -0.12, 0.16, 0.08
3466, -0.44, 0.36, 0.12
3467, -0.52, 0.64, -0.16
3468, -0.52, 0, 0
3469, -0.52, 0.64, -0.16
3470, -0.2, 0.04, -0.04
3471, -0.52, 0.04, 0.04
3472, -0.52, 1.44, 0.24
3473, -0.52, 3.24, 0.36
3474, -0.36, 0.36, 0.12
3475, -0.36, 0.36, 0.12
3476, -0.44, 0, 0
3477, -0.36, 0.04, -0.04
3478, -0.36, 0.16, 0.08
3479, -0.36, 0.36, 0.12
3480, -0.44, 1, -0.2
3481, -0.68, 0.04, -0.04
3482, -0.44, 0.16, -0.08
3483, -0.44, 1, 0.2
3484, -0.52, 1.44, -0.24
3485, -0.6, 1.96, -0.28
3486, -0.6, 4, -0.4
3487, -0.52, 4.84, -0.44
3488, -0.44, 0.16, -0.08
3489, -0.44, 1.44, 0.24
3490, -0.6, 1, 0.2
3491, -0.36, 2.56, 0.32
3492, -0.36, 0.36, 0.12
3493, -0.44, 0.04, -0.04
3494, -0.12, 0.16, 0.08
3495, -0.52, 0.64, 0.16
3496, -0.52, 0.36, 0.12
3497, -0.52, 0.16, -0.08
3498, -0.36, 0.04, -0.04
3499, -0.28, 0.16, 0.08
3500, -0.52, 0.16, -0.08
3501, -0.6, 0.64, -0.16
3502, -0.68, 0.64, -0.16
3503, -0.6, 0.36, 0.12
3504, -0.36, 0.16, 0.08
3505, -0.36, 1.44, 0.24
3506, -0.52, 4, 0.4
3507, -0.68, 0.64, 0.16
3508, -0.44, 0.36, -0.12
3509, -0.36, 0.16, 0.08
3510, -0.36, 0.16, -0.08
3511, -0.36, 0.64, -0.16
3512, -0.6, 0, 0
3513, -0.44, 0.36, -0.12
3514, -0.44, 6.76, -0.52
3515, -0.52, 9, -0.6
3516, -0.6, 10.24, -0.64
3517, -0.2, 4, -0.4
3518, -0.28, 3.24, -0.36
3519, -0.6, 4, -0.4
3520, -0.36, 0.64, -0.16
3521, -0.28, 4, -0.4
3522, -0.28, 2.56, -0.32
3523, -0.44, 0.64, -0.16
3524, -0.6, 3.24, -0.36
3525, -0.6, 0.04, 0.04
3526, -0.52, 0, 0
3527, -0.28, 0.36, -0.12
3528, -0.44, 1.96, -0.28
3529, -0.52, 0.04, -0.04
3530, -0.52, 0.36, 0.12
3531, -0.6, 0.16, 0.08
3532, -0.44, 0.16, 0.08
3533, -0.6, 1.44, 0.24
3534, -0.44, 1.44, 0.24
3535, -0.2, 1, 0.2
3536, -0.36, 1, 0.2
3537, -0.44, 0.04, 0.04
3538, -0.52, 1.44, 0.24
3539, -0.44, 0.04, -0.04
3540, -0.36, 0.64, 0.16
3541, -0.36, 0.04, 0.04
3542, -0.52, 1, -0.2
3543, -0.52, 0.16, 0.08
3544, -0.36, 0.16, -0.08
3545, -0.6, 0.16, 0.08
3546, -0.44, 1, 0.2
3547, -0.6, 0.64, 0.16
3548, -0.6, 0.04, -0.04
3549, -0.52, 1.44, 0.24
3550, -0.44, 2.56, 0.32
3551, -0.44, 0.64, 0.16
3552, -0.52, 0.16, 0.08
3553, -0.44, 1, 0.2
3554, -0.44, 0.64, 0.16
3555, -0.44, 0.16, 0.08
3556, -0.52, 1.44, 0.24
3557, -0.36, 4, 0.4
3558, -0.28, 0.04, 0.04
3559, -0.44, 0.04, 0.04
3560, -0.36, 1, 0.2
3561, -0.2, 0.16, 0.08
3562, -0.28, 0.64, -0.16
3563, -0.6, 4.84, -0.44
3564, -0.44, 0, 0
3565, -0.44, 0, 0
3566, -0.6, 0.64, 0.16
3567, -0.52, 0.04, -0.04
3568, -0.44, 1.96, -0.28
3569, -0.52, 0.64, -0.16
3570, -0.6, 0.36, -0.12
3571, -0.36, 1.44, -0.24
3572, -0.52, 0.16, -0.08
3573, -0.6, 0, 0
3574, -0.52, 0.16, -0.08
3575, -0.44, 6.76, -0.52
3576, -0.44, 3.24, -0.36
3577, -0.6, 1.44, -0.24
3578, -0.44, 1.44, -0.24
3579, -0.6, 4, -0.4
3580, -0.6, 3.24, -0.36
3581, -0.76, 4, -0.4
3582, -0.52, 2.56, -0.32
3583, -0.36, 1.44, -0.24
3584, -0.44, 0.04, 0.04
3585, -0.68, 1.96, 0.28
3586, -0.52, 0.36, 0.12
3587, -0.44, 0.04, 0.04
3588, -0.36, 1, 0.2
3589, -0.6, 0.16, 0.08
3590, -0.44, 1, 0.2
3591, -0.52, 2.56, 0.32
3592, -0.52, 1.96, 0.28
3593, -0.28, 1, 0.2
3594, -0.36, 0, 0
3595, -0.44, 5.76, 0.48
3596, -0.76, 4.84, 0.44
3597, -0.6, 0.16, 0.08
3598, -0.44, 0.36, -0.12
3599, -0.52, 0.64, -0.16
3600, -0.6, 0.04, -0.04
3601, -0.52, 1, 0.2
3602, -0.52, 0.36, 0.12
3603, -0.52, 0.16, 0.08
3604, -0.44, 2.56, 0.32
3605, -0.68, 5.76, 0.48
3606, -0.36, 1, 0.2
3607, -0.6, 1.44, 0.24
3608, -0.44, 0.36, -0.12
3609, -0.76, 1.44, -0.24
3610, -0.6, 1.96, -0.28
3611, -0.68, 4, -0.4
3612, -0.28, 1, -0.2
3613, -0.36, 0.36, -0.12
3614, -0.28, 0.16, -0.08
3615, -0.36, 0.16, 0.08
3616, -0.36, 3.24, 0.36
3617, -0.44, 1.96, 0.28
3618, -0.52, 2.56, 0.32
3619, -0.6, 9, 0.6
3620, -0.52, 5.76, 0.48
3621, -0.6, 2.56, 0.32
3622, -0.44, 0.04, -0.04
3623, -0.36, 1.96, -0.28
3624, -0.6, 0.36, -0.12
3625, -0.36, 0.16, -0.08
3626, -0.52, 0.36, -0.12
3627, -0.36, 4, -0.4
3628, -0.44, 6.76, -0.52
3629, -0.6, 4, -0.4
3630, -0.52, 4.84, -0.44
3631, -0.52, 1.44, -0.24
3632, -0.44, 0.16, -0.08
3633, -0.36, 0.64, 0.16
3634, -0.36, 0, 0
3635, -0.6, 2.56, -0.32
3636, -0.6, 1, -0.2
3637, -0.76, 1, -0.2
3638, -0.76, 0.64, -0.16
3639, -0.68, 0.36, -0.12
3640, -0.6, 0.04, 0.04
3641, -0.68, 0.36, -0.12
3642, -0.6, 0.04, 0.04
3643, -0.36, 0.16, 0.08
3644, -0.52, 0.36, 0.12
3645, -0.44, 0.04, -0.04
3646, -0.44, 0.36, -0.12
3647, -0.36, 0.16, -0.08
3648, -0.52, 2.56, -0.32
3649, -0.52, 0.16, -0.08
3650, -0.28, 0.36, -0.12
3651, -0.36, 1.44, -0.24
3652, -0.36, 0.36, -0.12
3653, -0.44, 0, 0
3654, -0.52, 1.96, -0.28
3655, -0.6, 0, 0
3656, -0.6, 0, 0
3657, -0.6, 0.04, -0.04
3658, -0.36, 0.04, -0.04
3659, -0.36, 0.04, 0.04
3660, -0.28, 0.36, -0.12
3661, -0.6, 1, 0.2
3662, -0.52, 0.16, 0.08
3663, -0.52, 0.04, 0.04
3664, -0.52, 1, 0.2
3665, -0.6, 1.96, 0.28
3666, -0.6, 0.64, 0.16
3667, -0.52, 0.04, -0.04
3668, -0.36, 0, 0
3669, -0.44, 1, 0.2
3670, -0.52, 0.04, -0.04
3671, -0.6, 0.04, 0.04
3672, -0.44, 1.44, -0.24
3673, -0.28, 0, 0
3674, -0.36, 0.36, 0.12
3675, -0.2, 0.64, -0.16
3676, -0.52, 1, -0.2
3677, -0.36, 0.64, -0.16
3678, -0.36, 1.96, -0.28
3679, -0.28, 0.36, -0.12
3680, -0.52, 0.16, -0.08
3681, -0.44, 0, 0
3682, -0.36, 0.16, 0.08
3683, -0.52, 0.16, -0.08
3684, -0.36, 0.04, 0.04
3685, -0.6, 0, 0
3686, -0.44, 0.16, 0.08
3687, -0.28, 0.16, 0.08
3688, -0.6, 0.36, 0.12
3689, -0.44, 0.04, 0.04
3690, -0.68, 0.04, 0.04
3691, -0.52, 0.16, 0.08
3692, -0.44, 0.04, 0.04
3693, -0.44, 0.04, 0.04
3694, -0.44, 0.04, 0.04
3695, -0.28, 1.44, 0.24
3696, -0.44, 2.56, 0.32
3697, -0.6, 1.44, 0.24
3698, -0.6, 0.36, 0.12
3699, -0.52, 4.84, 0.44
3700, -0.44, 4, 0.4
3701, -0.68, 1.44, 0.24
3702, -0.44, 1, 0.2
3703, -0.36, 1.44, 0.24
3704, -0.44, 4, 0.4
3705, -0.36, 2.56, 0.32
3706, -0.52, 0.64, 0.16
3707, -0.44, 0.16, -0.08
3708, -0.52, 0.36, 0.12
3709, -0.44, 0.16, -0.08
3710, -0.36, 0.64, -0.16
3711, -0.52, 1, 0.2
3712, -0.44, 1.44, 0.24
3713, -0.44, 3.24, 0.36
3714, -0.36, 1, 0.2
3715, -0.6, 0.16, 0.08
3716, -0.6, 0.64, -0.16
3717, -0.6, 0.04, 0.04
3718, -0.28, 0.04, 0.04
3719, -0.44, 1, 0.2
3720, -0.36, 0.04, 0.04
3721, -0.36, 0.36, 0.12
3722, -0.28, 0.04, -0.04
3723, -0.52, 1, -0.2
3724, -0.52, 0.36, -0.12
3725, -0.36, 1.44, 0.24
3726, -0.52, 4.84, 0.44
3727, -0.2, 0.04, -0.04
3728, -0.28, 0.16, 0.08
3729, -0.28, 0.64, -0.16
3730, -0.52, 0.04, -0.04
3731, -0.68, 0.36, -0.12
3732, -0.52, 0.04, -0.04
3733, -0.36, 0.04, 0.04
3734, -0.44, 0.36, -0.12
3735, -0.2, 0.16, 0.08
3736, -0.52, 0.16, 0.08
3737, -0.52, 1, 0.2
3738, -0.6, 1.44, -0.24
3739, -0.6, 1.96, -0.28
3740, -0.52, 1.96, -0.28
3741, -0.28, 0.04, -0.04
3742, -0.6, 1, 0.2
3743, -0.36, 1, 0.2
3744, -0.44, 1.44, 0.24
3745, -0.36, 0.04, 0.04
3746, -0.36, 1.96, 0.28
3747, -0.36, 0.64, 0.16
3748, -0.36, 4.84, 0.44
3749, -0.6, 1.96, 0.28
3750, -0.68, 1, 0.2
3751, -0.6, 0.36, -0.12
3752, -0.36, 0.36, -0.12
3753, -0.6, 1, -0.2
3754, -0.52, 0.64, -0.16
3755, -0.52, 0.04, 0.04
3756, -0.28, 0.16, -0.08
3757, -0.44, 0.04, -0.04
3758, -0.44, 0.64, -0.16
3759, -0.44, 2.56, 0.32
3760, -0.52, 3.24, 0.36
3761, -0.44, 0.04, -0.04
3762, -0.44, 0.16, -0.08
3763, -0.36, 1.96, -0.28
3764, -0.52, 0.04, -0.04
3765, -0.6, 0, 0
3766, -0.44, 0, 0
3767, -0.28, 1, -0.2
3768, -0.68, 1.44, -0.24
3769, -0.6, 2.56, -0.32
3770, -0.28, 0.36, -0.12
3771, -0.36, 0.36, 0.12
3772, -0.44, 0.16, 0.08
3773, -0.44, 1.44, 0.24
3774, -0.52, 0, 0
3775, -0.6, 0.64, 0.16
3776, -0.52, 0.16, 0.08
3777, -0.52, 0.16, 0.08
3778, -0.28, 1.44, -0.24
3779, -0.6, 3.24, -0.36
3780, -0.68, 9, -0.6
3781, -0.52, 6.76, -0.52
3782, -0.6, 0.04, -0.04
3783, -0.52, 0.64, -0.16
3784, -0.76, 5.76, -0.48
3785, -0.68, 4.84, -0.44
3786, -0.68, 4, -0.4
3787, -0.6, 1, -0.2
3788, -0.52, 0.36, -0.12
3789, -0.44, 0.36, 0.12
3790, -0.52, 0.36, 0.12
3791, -0.44, 1.44, 0.24
3792, -0.6, 0.04, 0.04
3793, -0.44, 0, 0
3794, -0.36, 1.96, 0.28
3795, -0.2, 0, 0
3796, -0.52, 1, 0.2
3797, -0.28, 0.36, 0.12
3798, -0.44, 0.04, 0.04
3799, -0.36, 0.16, -0.08
3800, -0.44, 0.64, -0.16
3801, -0.52, 1.96, -0.28
3802, -0.44, 1.44, -0.24
3803, -0.52, 2.56, -0.32
3804, -0.44, 0.04, 0.04
3805, -0.44, 1.44, 0.24
3806, -0.36, 0.36, 0.12
3807, -0.28, 0.04, 0.04
3808, -0.36, 0.64, 0.16
3809, -0.44, 0.36, 0.12
3810, -0.52, 0.04, -0.04
3811, -0.52, 0.04, 0.04
3812, -0.28, 1.96, -0.28
3813, -0.6, 0.64, -0.16
3814, -0.52, 3.24, -0.36
3815, -0.36, 1.44, -0.24
3816, -0.44, 0, 0
3817, -0.44, 1.44, 0.24
3818, -0.36, 0.64, 0.16
3819, -0.6, 0.16, 0.08
3820, -0.52, 1, 0.2
3821, -0.36, 1.44, 0.24
3822, -0.44, 1, 0.2
3823, -0.52, 0.64, 0.16
3824, -0.44, 0.64, -0.16
3825, -0.28, 1.44, 0.24
3826, -0.6, 1, 0.2
3827, -0.52, 0.16, 0.08
3828, -0.6, 0.16, -0.08
3829, -0.68, 1, -0.2
3830, -0.44, 0.16, -0.08
3831, -0.6, 1, 0.2
3832, -0.52, 0.16, 0.08
3833, -0.28, 1, -0.2
3834, -0.2, 0.64, -0.16
3835, -0.36, 0.64, -0.16
3836, -0.28, 0, 0
3837, -0.28, 0.64, -0.16
3838, -0.28, 1, -0.2
3839, -0.44, 5.76, -0.48
3840, -0.52, 1.44, -0.24
3841, -0.52, 0.04, -0.04
3842, -0.36, 0.64, -0.16
3843, -0.44, 2.56, -0.32
3844, -0.52, 0.16, 0.08
3845, -0.44, 0.04, -0.04
3846, -0.6, 1.44, -0.24
3847, -0.36, 6.76, -0.52
3848, -0.44, 4, -0.4
3849, -0.36, 0.64, -0.16
3850, -0.36, 1, 0.2
3851, -0.36, 0.04, 0.04
3852, -0.36, 0, 0
3853, -0.44, 0.36, -0.12
3854, -0.6, 0.16, 0.08
3855, -0.44, 1.96, 0.28
3856, -0.52, 7.84, 0.56
3857, -0.44, 2.56, 0.32
3858, -0.2, 1.44, 0.24
3859, -0.36, 0.16, 0.08
3860, -0.52, 1.44, 0.24
3861, -0.6, 1, 0.2
3862, -0.44, 0.64, 0.16
3863, -0.68, 1, 0.2
3864, -0.28, 0.04, 0.04
3865, -0.36, 0.16, 0.08
3866, -0.52, 1.44, 0.24
3867, -0.52, 0.16, -0.08
3868, -0.36, 0.36, 0.12
3869, -0.52, 3.24, 0.36
3870, -0.52, 0, 0
3871, -0.44, 1.44, 0.24
3872, -0.44, 0.16, 0.08
3873, -0.28, 0.04, 0.04
3874, -0.36, 0.04, -0.04
3875, -0.52, 0.36, 0.12
3876, -0.52, 0.16, 0.08
3877, -0.36, 0.16, 0.08
3878, -0.36, 0.16, -0.08
3879, -0.44, 1, -0.2
3880, -0.52, 4, -0.4
3881, -0.28, 0.04, -0.04
3882, -0.2, 0.36, -0.12
3883, -0.2, 0.16, 0.08
3884, -0.36, 1.44, 0.24
3885, -0.12, 0, 0
3886, -0.52, 0.64, 0.16
3887, -0.36, 0.64, 0.16
3888, -0.28, 0.16, -0.08
3889, -0.44, 1, -0.2
3890, -0.6, 1.96, -0.28
3891, -0.52, 0.04, 0.04
3892, -0.6, 1, -0.2
3893, -0.36, 0.16, 0.08
3894, -0.36, 0.64, 0.16
3895, -0.44, 1, 0.2
3896, -0.2, 1.44, 0.24
3897, -0.44, 0.16, -0.08
3898, -0.36, 0.36, -0.12
3899, -0.6, 0.64, -0.16
3900, -0.6, 7.84, -0.56
3901, -0.44, 5.76, -0.48
3902, -0.52, 5.76, -0.48
3903, -0.68, 7.84, -0.56
3904, -0.6, 6.76, -0.52
3905, -0.44, 1, -0.2
3906, -0.52, 1.96, -0.28
3907, -0.6, 0.16, -0.08
3908, -0.52, 5.76, -0.48
3909, -0.44, 4.84, -0.44
3910, -0.68, 7.84, -0.56
3911, -0.6, 1.96, -0.28
3912, -0.52, 0.36, -0.12
3913, -0.52, 0.04, -0.04
3914, -0.36, 0, 0
3915, -0.44, 0.16, 0.08
3916, -0.6, 0, 0
3917, -0.52, 0, 0
3918, -0.6, 4, -0.4
3919, -0.68, 2.56, -0.32
3920, -0.6, 0.64, -0.16
3921, -0.6, 0.16, -0.08
3922, -0.6, 0.04, -0.04
3923, -0.44, 1, 0.2
3924, -0.36, 4, 0.4
3925, -0.28, 1.96, 0.28
3926, -0.44, 1.96, 0.28
3927, -0.36, 0.04, -0.04
3928, -0.52, 1, -0.2
3929, -0.52, 0.64, -0.16
3930, -0.44, 1, -0.2
3931, -0.28, 0, 0
3932, -0.36, 0.04, -0.04
3933, -0.44, 1.44, 0.24
3934, -0.36, 0.16, 0.08
3935, -0.36, 0.64, -0.16
3936, -0.52, 2.56, -0.32
3937, -0.68, 7.84, -0.56
3938, -0.68, 10.24, -0.64
3939, -0.52, 1.44, -0.24
3940, -0.6, 4, -0.4
3941, -0.44, 5.76, -0.48
3942, -0.28, 0.16, -0.08
3943, -0.44, 1.96, -0.28
3944, -0.68, 1.44, -0.24
3945, -0.68, 0.36, -0.12
3946, -0.52, 0.36, -0.12
3947, -0.6, 0.36, -0.12
3948, -0.52, 0.04, 0.04
3949, -0.6, 0.36, 0.12
3950, -0.68, 0.16, 0.08
3951, -0.6, 0.16, -0.08
3952, -0.68, 0.04, -0.04
3953, -0.68, 1.96, 0.28
3954, -0.68, 0.04, -0.04
3955, -0.6, 0.36, -0.12
3956, -0.52, 1.44, -0.24
3957, -0.52, 0.64, -0.16
3958, -0.52, 0.04, 0.04
3959, -0.2, 0.64, -0.16
3960, -0.44, 1.96, 0.28
3961, -0.28, 0.36, -0.12
3962, -0.36, 1.44, -0.24
3963, -0.36, 0.36, -0.12
3964, -0.44, 0, 0
3965, -0.44, 1, 0.2
3966, -0.28, 0.16, 0.08
3967, -0.44, 3.24, 0.36
3968, -0.6, 1.44, 0.24
3969, -0.6, 2.56, 0.32
3970, -0.68, 4.84, 0.44
3971, -0.68, 0.64, 0.16
3972, -0.44, 0.36, 0.12
3973, -0.52, 0.16, -0.08
3974, -0.6, 0.04, 0.04
3975, -0.52, 0.36, -0.12
3976, -0.44, 0.04, 0.04
3977, -0.36, 0.64, 0.16
3978, -0.44, 0.64, 0.16
3979, -0.52, 1, 0.2
3980, -0.52, 0.16, -0.08
3981, -0.6, 1.44, 0.24
3982, -0.28, 0.04, 0.04
3983, -0.36, 0, 0
3984, -0.44, 3.24, -0.36
3985, -0.6, 4.84, -0.44
3986, -0.6, 4, -0.4
3987, -0.44, 1.44, -0.24
3988, -0.52, 0, 0
3989, -0.36, 0.36, -0.12
3990, -0.44, 0.16, -0.08
3991, -0.6, 6.76, -0.52
3992, -0.36, 1.44, -0.24
3993, -0.36, 3.24, -0.36
3994, -0.28, 0, 0
3995, -0.36, 0.16, -0.08
3996, -0.36, 2.56, -0.32
3997, -0.36, 1.44, -0.24
3998, -0.52, 0.04, 0.04
3999, -0.36, 0.04, -0.04
4000, -0.52, 0.16, 0.08
4001, -0.52, 0, 0
4002, -0.6, 0.04, 0.04
4003, -0.36, 4, 0.4
4004, -0.52, 4.84, 0.44
4005, -0.36, 0.64, 0.16
4006, -0.2, 0.36, 0.12
4007, -0.36, 0.04, -0.04
4008, -0.36, 1, -0.2
4009, -0.28, 1.96, -0.28
4010, -0.44, 0.36, -0.12
4011, -0.44, 0, 0
4012, -0.28, 2.56, -0.32
4013, -0.36, 2.56, -0.32
4014, -0.6, 1, -0.2
4015, -0.52, 2.56, -0.32
4016, -0.52, 1.44, -0.24
4017, -0.6, 0.16, -0.08
4018, -0.28, 0.64, -0.16
4019, -0.6, 1.96, -0.28
4020, -0.52, 0.16, -0.08
4021, -0.44, 1, 0.2
4022, -0.36, 0.36, 0.12
4023, -0.36, 0.36, 0.12
4024, -0.44, 1, 0.2
4025, -0.52, 1.96, 0.28
4026, -0.52, 5.76, 0.48
4027, -0.68, 1, 0.2
4028, -0.36, 0.36, -0.12
4029, -0.52, 0.64, 0.16
4030, -0.52, 0.16, 0.08
4031, -0.52, 0.64, 0.16
4032, -0.36, 0.04, -0.04
4033, -0.36, 0.16, -0.08
4034, -0.12, 3.24, -0.36
4035, -0.28, 0, 0
4036, -0.36, 1.44, 0.24
4037, -0.44, 2.56, 0.32
4038, -0.6, 0.36, 0.12
4039, -0.6, 1, -0.2
4040, -0.52, 0.04, -0.04
4041, -0.52, 0, 0
4042, -0.6, 1.44, -0.24
4043, -0.52, 0.16, -0.08
4044, -0.6, 0.36, -0.12
4045, -0.52, 0, 0
4046, -0.44, 4, 0.4
4047, -0.44, 2.56, 0.32
4048, -0.28, 1.44, 0.24
4049, -0.28, 0.36, 0.12
4050, -0.36, 0, 0
4051, -0.44, 0.36, 0.12
4052, -0.52, 1, 0.2
4053, -0.44, 1, 0.2
4054, -0.6, 0.04, 0.04
4055, -0.6, 0, 0
4056, -0.44, 0.36, 0.12
4057, -0.6, 0, 0
4058, -0.36, 3.24, 0.36
4059, -0.44, 0.36, 0.12
4060, -0.6, 1, 0.2
4061, -0.52, 0.16, 0.08
4062, -0.68, 0, 0
4063, -0.68, 0.16, 0.08
4064, -0.44, 0.64, -0.16
4065, -0.36, 0, 0
4066, -0.36, 0.36, -0.12
4067, -0.52, 1.44, -0.24
4068, -0.52, 1, 0.2
4069, -0.44, 0.36, 0.12
4070, -0.44, 1, 0.2
4071, -0.28, 0.36, -0.12
4072, -0.36, 1, -0.2
4073, -0.36, 0, 0
4074, -0.6, 2.56, -0.32
4075, -0.68, 0.16, -0.08
4076, -0.36, 0, 0
4077, -0.44, 0.36, 0.12
4078, -0.28, 0, 0
4079, -0.6, 0, 0
4080, -0.68, 0.16, 0.08
4081, -0.6, 1.44, -0.24
4082, -0.6, 0.36, -0.12
4083, -0.52, 0.16, -0.08
4084, -0.44, 0, 0
4085, -0.36, 0, 0
