M, u(M), chi(M), m(M)
5125, -0.44, 2.56, -0.32
5126, -0.44, 1.44, -0.24
5127, -0.52, 1.96, -0.28
5128, -0.68, 6.76, -0.52
5129, -0.6, 7.84, -0.56
5130, -0.6, 5.76, -0.48
5131, -0.44, 2.56, -0.32
5132, -0.6, 1, -0.2
5133, -0.52, 4, -0.4
5134, -0.44, 1.44, -0.24
5135, -0.52, 0.64, -0.16
5136, -0.52, 3.24, -0.36
5137, -0.52, 1, -0.2
5138, -0.52, 1, -0.2
5139, -0.36, 1.96, -0.28
5140, -0.36, 0, 0
5141, -0.44, 0.04, -0.04
5142, -0.44, 0.36, -0.12
5143, -0.44, 0.16, -0.08
5144, -0.52, 1.44, -0.24
5145, -0.44, 0.64, -0.16
5146, -0.28, 1, -0.2
5147, -0.52, 0.16, 0.08
5148, -0.52, 0.36, -0.12
5149, -0.6, 0, 0
5150, -0.36, 0.16, 0.08
5151, -0.52, 1.44, -0.24
5152, -0.44, 4.84, -0.44
5153, -0.68, 4.84, -0.44
5154, -0.76, 5.76, -0.48
5155, -0.76, 4.84, -0.44
5156, -0.76, 1.44, -0.24
5157, -0.68, 1.44, -0.24
5158, -0.52, 1.96, -0.28
5159, -0.52, 1, -0.2
5160, -0.44, 0.04, -0.04
5161, -0.44, 0, 0
5162, -0.36, 0.04, -0.04
5163, -0.68, 1.44, 0.24
5164, -0.36, 1.44, 0.24
5165, -0.52, 0.04, -0.04
5166, -0.52, 0.04, 0.04
5167, -0.44, 2.56, 0.32
5168, -0.28, 2.56, 0.32
5169, -0.52, 3.24, 0.36
5170, -0.44, 0.64, 0.16
5171, -0.36, 0.04, -0.04
5172, -0.44, 0.64, -0.16
5173, -0.44, 0.16, -0.08
5174, -0.44, 3.24, -0.36
5175, -0.44, 0.16, -0.08
5176, -0.6, 0.36, -0.12
5177, -0.52, 0.36, -0.12
5178, -0.44, 0.36, -0.12
5179, -0.44, 0.64, -0.16
5180, -0.52, 2.56, -0.32
5181, -0.6, 0.16, -0.08
5182, -0.44, 0, 0
5183, -0.52, 1, -0.2
5184, -0.36, 1.44, 0.24
5185, -0.52, 4.84, 0.44
5186, -0.6, 3.24, 0.36
5187, -0.52, 5.76, 0.48
5188, -0.36, 0.16, 0.08
5189, -0.36, 0.04, -0.04
5190, -0.44, 0.04, 0.04
5191, -0.52, 0, 0
5192, -0.28, 0.36, -0.12
5193, -0.44, 0, 0
5194, -0.6, 0.04, 0.04
5195, -0.68, 0.16, 0.08
5196, -0.52, 0.04, -0.04
5197, -0.28, 0.64, 0.16
5198, -0.36, 2.56, 0.32
5199, -0.6, 0, 0
5200, -0.6, 0.16, 0.08
5201, -0.52, 1.44, 0.24
5202, -0.52, 2.56, 0.32
5203, -0.52, 4, 0.4
5204, -0.52, 5.76, 0.48
5205, -0.44, 5.76, 0.48
5206, -0.68, 6.76, 0.52
5207, -0.68, 6.76, 0.52
5208, -0.6, 4, 0.4
5209, -0.52, 1.44, 0.24
5210, -0.6, 1, 0.2
5211, -0.52, 1.44, 0.24
5212, -0.52, 1, 0.2
5213, -0.6, 0.64, 0.16
5214, -0.6, 0.16, 0.08
5215, -0.6, 1.44, -0.24
5216, -0.52, 0.36, -0.12
5217, -0.44, 0.04, -0.04
5218, -0.44, 0.64, 0.16
5219, -0.44, 1.96, 0.28
5220, -0.44, 3.24, 0.36
5221, -0.52, 0, 0
5222, -0.28, 0.16, 0.08
5223, -0.6, 0.04, 0.04
5224, -0.52, 0.16, 0.08
5225, -0.36, 0.64, 0.16
5226, -0.52, 3.24, 0.36
5227, -0.28, 3.24, 0.36
5228, -0.6, 3.24, 0.36
5229, -0.68, 3.24, 0.36
5230, -0.6, 1.96, 0.28
5231, -0.52, 3.24, 0.36
5232, -0.68, 1.96, 0.28
5233, -0.6, 0.64, 0.16
5234, -0.68, 0.64, 0.16
5235, -0.28, 1.44, 0.24
5236, -0.52, 0.64, 0.16
5237, -0.52, 0, 0
5238, -0.28, 0.16, -0.08
5239, -0.2, 0.36, -0.12
5240, -0.12, 0.36, 0.12
5241, -0.36, 0, 0
5242, -0.52, 0.04, 0.04
5243, -0.44, 3.24, 0.36
5244, -0.68, 7.84, 0.56
5245, -0.68, 7.84, 0.56
5246, -0.76, 10.24, 0.64
5247, -0.52, 4.84, 0.44
5248, -0.6, 9, 0.6
5249, -0.52, 2.56, 0.32
5250, -0.44, 1.96, 0.28
5251, -0.2, 1, 0.2
5252, -0.44, 1, 0.2
5253, -0.2, 0.36, 0.12
5254, -0.44, 0.64, 0.16
5255, -0.44, 0, 0
5256, -0.52, 0.04, -0.04
5257, -0.36, 1.44, -0.24
5258, -0.52, 0.36, -0.12
5259, -0.6, 1, -0.2
5260, -0.36, 1.44, -0.24
5261, -0.36, 0.16, 0.08
5262, -0.6, 0.36, 0.12
5263, -0.36, 0.16, -0.08
5264, -0.44, 0.16, -0.08
5265, -0.36, 1.44, -0.24
5266, -0.44, 4, -0.4
5267, -0.44, 1.44, -0.24
5268, -0.44, 1.96, -0.28
5269, -0.68, 1, -0.2
5270, -0.44, 0.36, -0.12
5271, -0.28, 1.44, -0.24
5272, -0.36, 0.04, -0.04
5273, -0.44, 0.64, 0.16
5274, -0.36, 0.36, 0.12
5275, -0.28, 1.44, 0.24
5276, -0.52, 1.96, 0.28
5277, -0.44, 0.04, 0.04
5278, -0.52, 0.64, 0.16
5279, -0.52, 0.04, -0.04
5280, -0.44, 1, -0.2
5281, -0.44, 9, -0.6
5282, -0.52, 9, -0.6
5283, -0.44, 5.76, -0.48
5284, -0.68, 12.96, -0.72
5285, -0.52, 14.44, -0.76
5286, -0.28, 4.84, -0.44
5287, -0.36, 3.24, -0.36
5288, -0.68, 4.84, -0.44
5289, -0.6, 0.36, -0.12
5290, -0.52, 0.64, -0.16
5291, -0.36, 0.16, -0.08
5292, -0.28, 1, -0.2
5293, -0.36, 0.64, 0.16
5294, -0.36, 0.16, 0.08
5295, -0.52, 0, 0
5296, -0.52, 0.16, -0.08
5297, -0.28, 0, 0
5298, -0.36, 0.64, -0.16
5299, -0.44, 0.36, -0.12
5300, -0.44, 1.96, -0.28
5301, -0.52, 1, -0.2
5302, -0.44, 1, -0.2
5303, -0.36, 0.36, -0.12
5304, -0.6, 0.36, 0.12
5305, -0.36, 0.04, -0.04
5306, -0.52, 0.04, 0.04
5307, -0.28, 0.36, -0.12
5308, -0.36, 0.04, 0.04
5309, -0.44, 1.44, 0.24
5310, -0.6, 0.36, 0.12
5311, -0.52, 1.44, -0.24
5312, -0.52, 0.16, -0.08
5313, -0.6, 0.04, 0.04
5314, -0.68, 0.04, 0.04
5315, -0.44, 0.36, 0.12
5316, -0.52, 1, 0.2
5317, -0.28, 0.04, -0.04
5318, -0.52, 0.36, -0.12
5319, -0.44, 0.16, -0.08
5320, -0.44, 0, 0
5321, -0.28, 0.04, 0.04
5322, -0.52, 0.04, -0.04
5323, -0.52, 0.04, -0.04
5324, -0.52, 0.36, 0.12
5325, -0.36, 0, 0
5326, -0.52, 0.16, -0.08
5327, -0.52, 1.96, -0.28
5328, -0.28, 1, -0.2
5329, -0.52, 4, -0.4
5330, -0.44, 0.16, -0.08
5331, -0.52, 1.96, 0.28
5332, -0.6, 0.16, 0.08
5333, -0.6, 0.36, -0.12
5334, -0.36, 0, 0
5335, -0.36, 0.36, 0.12
5336, -0.6, 0.36, -0.12
5337, -0.52, 0.04, -0.04
5338, -0.44, 0.36, 0.12
5339, -0.44, 1.96, 0.28
5340, -0.68, 2.56, 0.32
5341, -0.52, 1.96, 0.28
5342, -0.52, 0.16, 0.08
5343, -0.44, 0.36, -0.12
5344, -0.44, 0.16, 0.08
5345, -0.36, 0.36, 0.12
5346, -0.28, 0.36, 0.12
5347, -0.36, 0, 0
5348, -0.44, 0, 0
5349, -0.44, 0.04, 0.04
5350, -0.68, 0.04, 0.04
5351, -0.36, 0, 0
5352, -0.36, 1.96, -0.28
5353, -0.6, 4.84, -0.44
5354, -0.44, 3.24, -0.36
5355, -0.44, 4.84, -0.44
5356, -0.52, 0.36, -0.12
5357, -0.52, 0.36, 0.12
5358, -0.68, 1, 0.2
5359, -0.76, 1.96, 0.28
5360, -0.52, 4, 0.4
5361, -0.52, 0.36, 0.12
5362, -0.44, 0.04, 0.04
5363, -0.52, 1.44, -0.24
5364, -0.6, 0.64, -0.16
5365, -0.6, 0, 0
5366, -0.6, 1.44, -0.24
5367, -0.36, 4, -0.4
5368, -0.36, 1.96, -0.28
5369, -0.36, 0.16, -0.08
5370, -0.6, 2.56, 0.32
5371, -0.44, 2.56, 0.32
5372, -0.52, 0.04, 0.04
5373, -0.68, 0.04, 0.04
5374, -0.52, 1, 0.2
5375, -0.44, 0.64, 0.16
5376, -0.44, 1, -0.2
5377, -0.76, 2.56, -0.32
5378, -0.6, 0.36, -0.12
5379, -0.44, 2.56, -0.32
5380, -0.52, 1, -0.2
5381, -0.36, 0.04, -0.04
5382, -0.52, 1, 0.2
5383, -0.44, 0, 0
5384, -0.52, 0.36, 0.12
5385, -0.52, 1, 0.2
5386, -0.28, 0.36, 0.12
5387, -0.36, 0, 0
5388, -0.6, 1, 0.2
5389, -0.6, 1.96, 0.28
5390, -0.52, 1, 0.2
5391, -0.6, 0.04, 0.04
5392, -0.6, 0.04, 0.04
5393, -0.52, 0.04, 0.04
5394, -0.6, 0.64, 0.16
5395, -0.52, 0.64, 0.16
5396, -0.44, 0.64, 0.16
5397, -0.52, 0.64, 0.16
5398, -0.44, 5.76, 0.48
5399, -0.76, 9, 0.6
5400, -0.52, 4, 0.4
5401, -0.52, 3.24, 0.36
5402, -0.52, 4.84, 0.44
5403, -0.36, 1.44, 0.24
5404, -0.6, 2.56, 0.32
5405, -0.52, 2.56, 0.32
5406, -0.44, 2.56, 0.32
5407, -0.28, 1.96, 0.28
5408, -0.52, 1, 0.2
5409, -0.44, 0.64, 0.16
5410, -0.28, 0, 0
5411, -0.44, 0.64, -0.16
5412, -0.44, 4.84, -0.44
5413, -0.6, 1.96, -0.28
5414, -0.6, 1.96, -0.28
5415, -0.52, 0.16, -0.08
5416, -0.52, 0.64, -0.16
5417, -0.52, 0.64, -0.16
5418, -0.52, 0.64, -0.16
5419, -0.52, 0.16, -0.08
5420, -0.6, 0.04, -0.04
5421, -0.6, 1, -0.2
5422, -0.44, 0.36, -0.12
5423, -0.44, 0.04, -0.04
5424, -0.36, 0.64, -0.16
5425, -0.52, 0.16, -0.08
5426, -0.52, 0.64, -0.16
5427, -0.36, 3.24, -0.36
5428, -0.36, 1.44, -0.24
5429, -0.36, 1.44, -0.24
5430, -0.6, 0.04, -0.04
5431, -0.52, 0.04, 0.04
5432, -0.52, 0.64, 0.16
5433, -0.44, 1, 0.2
5434, -0.44, 0.36, 0.12
5435, -0.36, 0.16, 0.08
5436, -0.6, 0, 0
5437, -0.36, 0.16, -0.08
5438, -0.76, 1, -0.2
5439, -0.68, 2.56, -0.32
5440, -0.52, 1.96, -0.28
5441, -0.36, 0.16, -0.08
5442, -0.68, 0.04, 0.04
5443, -0.36, 0.04, 0.04
5444, -0.6, 1, 0.2
5445, -0.52, 2.56, 0.32
5446, -0.44, 5.76, 0.48
5447, -0.2, 0.36, 0.12
5448, -0.76, 5.76, 0.48
5449, -0.52, 3.24, 0.36
5450, -0.36, 4, 0.4
5451, -0.52, 1.44, 0.24
5452, -0.28, 0, 0
5453, -0.36, 0.04, 0.04
5454, -0.36, 0.04, -0.04
5455, -0.44, 0.04, -0.04
5456, -0.36, 0.16, 0.08
5457, -0.36, 0.04, 0.04
5458, -0.6, 0.04, -0.04
5459, -0.36, 1.44, 0.24
5460, -0.44, 1, 0.2
5461, -0.44, 1, 0.2
5462, -0.52, 2.56, 0.32
5463, -0.44, 1, 0.2
5464, -0.44, 0, 0
5465, -0.36, 0.16, -0.08
5466, -0.36, 0.04, 0.04
5467, -0.36, 0.04, -0.04
5468, -0.36, 1, -0.2
5469, -0.2, 0.36, 0.12
5470, -0.36, 0.36, 0.12
5471, -0.28, 0.16, -0.08
5472, -0.36, 0.04, -0.04
5473, -0.68, 1.44, -0.24
5474, -0.76, 1, -0.2
5475, -0.68, 1.96, -0.28
5476, -0.44, 1.44, -0.24
5477, -0.52, 1, -0.2
5478, -0.52, 0.16, -0.08
5479, -0.52, 0.36, 0.12
5480, -0.36, 0.04, 0.04
5481, -0.44, 0, 0
5482, -0.44, 0.64, -0.16
5483, -0.52, 0.04, -0.04
5484, -0.6, 1, 0.2
5485, -0.76, 0.36, 0.12
5486, -0.6, 0.16, -0.08
5487, -0.52, 0.04, 0.04
5488, -0.2, 0, 0
5489, -0.44, 0.36, 0.12
5490, -0.6, 0.16, 0.08
5491, -0.44, 0.16, 0.08
5492, -0.52, 0.16, 0.08
5493, -0.44, 0, 0
5494, -0.6, 0.16, -0.08
5495, -0.68, 0.04, -0.04
5496, -0.6, 0.16, -0.08
5497, -0.44, 0.04, -0.04
5498, -0.44, 0.16, -0.08
5499, -0.44, 0, 0
5500, -0.44, 0.04, -0.04
5501, -0.6, 0.04, 0.04
5502, -0.44, 0, 0
5503, -0.36, 0.36, 0.12
5504, -0.36, 1, 0.2
5505, -0.28, 1.44, 0.24
5506, -0.52, 2.56, 0.32
5507, -0.36, 1.96, 0.28
5508, -0.36, 4, 0.4
5509, -0.52, 4, 0.4
5510, -0.52, 1.44, 0.24
5511, -0.44, 4, 0.4
5512, -0.44, 3.24, 0.36
5513, -0.6, 0.64, 0.16
5514, -0.6, 1, 0.2
5515, -0.6, 1, 0.2
5516, -0.44, 0.36, -0.12
5517, -0.36, 0.04, 0.04
5518, -0.44, 0.04, 0.04
5519, -0.52, 0.16, -0.08
5520, -0.28, 0.04, -0.04
5521, -0.36, 0.64, 0.16
5522, -0.28, 1, 0.2
5523, -0.44, 0.64, -0.16
5524, -0.2, 0.16, -0.08
5525, -0.44, 1.44, 0.24
5526, -0.6, 0.04, -0.04
5527, -0.44, 0.04, -0.04
5528, -0.36, 0.64, -0.16
5529, -0.44, 0.04, 0.04
5530, -0.6, 0.64, -0.16
5531, -0.44, 3.24, -0.36
5532, -0.52, 1.96, -0.28
5533, -0.44, 4.84, -0.44
5534, -0.44, 0.16, -0.08
5535, -0.6, 1, -0.2
5536, -0.6, 0.16, -0.08
5537, -0.28, 0.36, 0.12
5538, -0.44, 1, 0.2
5539, -0.44, 0.64, 0.16
5540, -0.36, 1.44, 0.24
5541, -0.52, 2.56, 0.32
5542, -0.44, 3.24, 0.36
5543, -0.6, 2.56, 0.32
5544, -0.52, 3.24, 0.36
5545, -0.44, 1, 0.2
5546, -0.36, 1, 0.2
5547, -0.36, 1, 0.2
5548, -0.52, 2.56, 0.32
5549, -0.6, 2.56, 0.32
5550, -0.44, 0.64, 0.16
5551, -0.52, 0.04, 0.04
5552, -0.52, 1, 0.2
5553, -0.52, 0.16, 0.08
5554, -0.44, 0.16, 0.08
5555, -0.52, 1, 0.2
5556, -0.6, 1, 0.2
5557, -0.68, 0.36, 0.12
5558, -0.44, 2.56, 0.32
5559, -0.28, 1, 0.2
5560, -0.52, 3.24, 0.36
5561, -0.68, 4.84, 0.44
5562, -0.68, 5.76, 0.48
5563, -0.6, 1.44, 0.24
5564, -0.6, 1.44, 0.24
5565, -0.52, 0.16, 0.08
5566, -0.36, 1, 0.2
5567, -0.28, 1.44, 0.24
5568, -0.44, 1.44, 0.24
5569, -0.6, 0.64, 0.16
5570, -0.44, 1.44, 0.24
5571, -0.36, 0.64, 0.16
5572, -0.28, 0.64, 0.16
5573, -0.52, 0.64, -0.16
5574, -0.44, 1.44, -0.24
5575, -0.52, 0.16, -0.08
5576, -0.44, 0.04, -0.04
5577, -0.52, 0.64, 0.16
5578, -0.76, 4.84, 0.44
5579, -0.52, 1.44, 0.24
5580, -0.44, 1.44, 0.24
5581, -0.6, 0.16, 0.08
5582, -0.6, 0.36, 0.12
5583, -0.44, 0.16, 0.08
5584, -0.28, 0.04, 0.04
5585, -0.76, 0.64, -0.16
5586, -0.52, 0.64, -0.16
5587, -0.36, 1, -0.2
5588, -0.52, 3.24, -0.36
5589, -0.52, 1.96, -0.28
5590, -0.44, 6.76, -0.52
5591, -0.28, 4, -0.4
5592, -0.44, 4.84, -0.44
5593, -0.52, 1.96, -0.28
5594, -0.52, 0.36, -0.12
5595, -0.44, 0.36, -0.12
5596, -0.44, 0.04, -0.04
5597, -0.52, 0.16, 0.08
5598, -0.28, 0.16, -0.08
5599, -0.44, 0.64, -0.16
5600, -0.44, 0.16, -0.08
5601, -0.68, 1.44, -0.24
5602, -0.68, 2.56, -0.32
5603, -0.6, 0.36, -0.12
5604, -0.44, 0.16, -0.08
5605, -0.44, 0.36, 0.12
5606, -0.28, 1, 0.2
5607, -0.12, 0.04, 0.04
5608, -0.36, 2.56, 0.32
5609, -0.52, 0, 0
5610, -0.68, 0.04, 0.04
5611, -0.52, 1.96, 0.28
5612, -0.36, 0.36, -0.12
5613, -0.44, 0.64, 0.16
5614, -0.44, 0, 0
5615, -0.6, 0.64, 0.16
5616, -0.28, 0.16, 0.08
5617, -0.44, 0.16, 0.08
5618, -0.52, 0, 0
5619, -0.2, 1, -0.2
5620, -0.44, 0.04, -0.04
5621, -0.52, 0.36, -0.12
5622, -0.52, 0.64, -0.16
5623, -0.36, 0.64, -0.16
5624, -0.6, 4.84, -0.44
5625, -0.36, 1.96, -0.28
5626, -0.36, 1.44, -0.24
5627, -0.44, 4.84, -0.44
5628, -0.12, 3.24, -0.36
5629, -0.04, 0.16, -0.08
5630, -0.44, 0.04, -0.04
5631, -0.28, 0.16, 0.08
5632, -0.52, 2.56, 0.32
5633, -0.44, 2.56, 0.32
5634, -0.36, 1.44, 0.24
5635, -0.36, 1, 0.2
5636, -0.52, 0.04, 0.04
5637, -0.6, 1.44, -0.24
5638, -0.6, 1, -0.2
5639, -0.36, 0.36, 0.12
5640, -0.44, 0.36, 0.12
5641, -0.36, 0.36, 0.12
5642, -0.36, 0.04, -0.04
5643, -0.44, 1.96, 0.28
5644, -0.52, 0.64, 0.16
5645, -0.68, 7.84, 0.56
5646, -0.68, 4.84, 0.44
5647, -0.6, 5.76, 0.48
5648, -0.6, 10.24, 0.64
5649, -0.52, 9, 0.6
5650, -0.36, 4.84, 0.44
5651, -0.44, 6.76, 0.52
5652, -0.52, 5.76, 0.48
5653, -0.6, 7.84, 0.56
5654, -0.6, 4.84, 0.44
5655, -0.52, 6.76, 0.52
5656, -0.52, 2.56, 0.32
5657, -0.52, 4.84, 0.44
5658, -0.44, 4.84, 0.44
5659, -0.36, 2.56, 0.32
5660, -0.52, 2.56, 0.32
5661, -0.44, 1.44, 0.24
5662, -0.52, 0.64, -0.16
5663, -0.44, 2.56, -0.32
5664, -0.52, 4.84, -0.44
5665, -0.52, 7.84, -0.56
5666, -0.44, 4.84, -0.44
5667, -0.44, 3.24, -0.36
5668, -0.28, 1.96, -0.28
5669, -0.44, 1, -0.2
5670, -0.52, 1.44, -0.24
5671, -0.44, 1.96, -0.28
5672, -0.44, 0.36, -0.12
5673, -0.44, 0.04, -0.04
5674, -0.36, 1, 0.2
5675, -0.28, 0.64, 0.16
5676, -0.2, 0.64, 0.16
5677, -0.44, 0.16, -0.08
5678, -0.36, 0, 0
5679, -0.36, 0.64, 0.16
5680, -0.44, 0.16, -0.08
5681, -0.44, 1, 0.2
5682, -0.44, 0.16, -0.08
5683, -0.6, 4, -0.4
5684, -0.36, 0.36, -0.12
5685, -0.52, 1, -0.2
5686, -0.52, 0, 0
5687, -0.6, 0, 0
5688, -0.28, 0, 0
5689, -0.36, 0, 0
5690, -0.44, 0.16, 0.08
5691, -0.44, 0.36, 0.12
5692, -0.36, 1.96, 0.28
5693, -0.2, 1, 0.2
5694, -0.44, 1, 0.2
5695, -0.52, 0.16, 0.08
5696, -0.36, 0.36, 0.12
5697, -0.52, 1.96, 0.28
5698, -0.36, 2.56, 0.32
5699, -0.28, 1.96, 0.28
5700, -0.52, 0.64, 0.16
5701, -0.44, 0.04, 0.04
5702, -0.6, 1, -0.2
5703, -0.44, 1.96, -0.28
5704, -0.36, 0.16, 0.08
5705, -0.28, 0.64, -0.16
5706, -0.36, 0.36, 0.12
5707, -0.44, 0, 0
5708, -0.44, 1, 0.2
5709, -0.28, 4.84, 0.44
5710, -0.44, 1.44, 0.24
5711, -0.36, 0.64, 0.16
5712, -0.52, 0, 0
5713, -0.6, 0.16, 0.08
5714, -0.44, 0.16, 0.08
5715, -0.36, 1, 0.2
5716, -0.44, 1.44, 0.24
5717, -0.52, 1.44, 0.24
5718, -0.44, 1, 0.2
5719, -0.6, 3.24, 0.36
5720, -0.44, 2.56, 0.32
5721, -0.6, 2.56, 0.32
5722, -0.2, 0.36, 0.12
5723, -0.44, 3.24, -0.36
5724, -0.52, 4.84, -0.44
5725, -0.36, 0.64, -0.16
5726, -0.2, 0.16, 0.08
5727, -0.44, 0, 0
5728, -0.44, 0.16, -0.08
5729, -0.52, 0.04, 0.04
5730, -0.68, 0.64, 0.16
5731, -0.6, 1, 0.2
5732, -0.52, 0.64, 0.16
5733, -0.36, 1, 0.2
5734, -0.44, 0.16, 0.08
5735, -0.44, 0.36, 0.12
5736, -0.44, 0.16, -0.08
5737, -0.68, 1.44, -0.24
5738, -0.44, 3.24, -0.36
5739, -0.44, 1, -0.2
5740, -0.6, 0.64, -0.16
5741, -0.36, 0.16, 0.08
5742, -0.36, 1, 0.2
5743, -0.44, 0.16, 0.08
5744, -0.44, 0.64, 0.16
5745, -0.6, 4.84, 0.44
5746, -0.52, 1.96, 0.28
5747, -0.52, 1, 0.2
5748, -0.6, 3.24, 0.36
5749, -0.36, 0.64, 0.16
5750, -0.52, 0.36, -0.12
5751, -0.52, 0.16, 0.08
5752, -0.36, 1.96, 0.28
5753, -0.44, 0.04, 0.04
5754, -0.44, 0.16, 0.08
5755, -0.52, 0.16, -0.08
5756, -0.52, 0.04, 0.04
5757, -0.6, 0.36, 0.12
5758, -0.44, 1, 0.2
5759, -0.44, 0.36, 0.12
5760, -0.52, 0.04, -0.04
5761, -0.44, 0.16, 0.08
5762, -0.44, 0.16, -0.08
5763, -0.44, 0.16, -0.08
5764, -0.6, 1, 0.2
5765, -0.44, 0, 0
5766, -0.52, 4, 0.4
5767, -0.52, 3.24, 0.36
5768, -0.28, 0.04, 0.04
5769, -0.52, 0.16, -0.08
5770, -0.52, 0.16, -0.08
5771, -0.44, 0.16, -0.08
5772, -0.44, 1.44, -0.24
5773, -0.52, 0.04, -0.04
5774, -0.6, 0, 0
5775, -0.52, 0.04, -0.04
5776, -0.52, 0.64, -0.16
5777, -0.52, 0, 0
5778, -0.68, 0.04, -0.04
5779, -0.6, 0, 0
5780, -0.52, 0.64, -0.16
5781, -0.44, 0.16, -0.08
5782, -0.28, 0.64, 0.16
5783, -0.36, 3.24, 0.36
5784, -0.6, 9, 0.6
5785, -0.52, 2.56, 0.32
5786, -0.76, 1.44, 0.24
5787, -0.52, 0.36, 0.12
5788, -0.6, 0, 0
5789, -0.84, 1.44, -0.24
5790, -0.44, 2.56, -0.32
5791, -0.52, 4, -0.4
5792, -0.52, 0.64, -0.16
5793, -0.36, 0, 0
5794, -0.36, 1.44, 0.24
5795, -0.36, 1.96, 0.28
5796, -0.44, 0.04, 0.04
5797, -0.44, 1.96, -0.28
5798, -0.52, 0.64, -0.16
5799, -0.52, 4, -0.4
5800, -0.6, 4.84, -0.44
5801, -0.6, 6.76, -0.52
5802, -0.68, 10.24, -0.64
5803, -0.44, 6.76, -0.52
5804, -0.6, 9, -0.6
5805, -0.68, 11.56, -0.68
5806, -0.36, 9, -0.6
5807, -0.44, 4.84, -0.44
5808, -0.6, 6.76, -0.52
5809, -0.44, 4.84, -0.44
5810, -0.28, 4, -0.4
5811, -0.28, 4.84, -0.44
5812, -0.76, 7.84, -0.56
5813, -0.6, 4.84, -0.44
5814, -0.52, 4, -0.4
5815, -0.52, 4, -0.4
5816, -0.52, 4.84, -0.44
5817, -0.6, 7.84, -0.56
5818, -0.68, 10.24, -0.64
5819, -0.52, 6.76, -0.52
5820, -0.52, 2.56, -0.32
5821, -0.44, 0.04, -0.04
5822, -0.28, 1.44, -0.24
5823, -0.44, 0.36, -0.12
5824, -0.44, 0.36, -0.12
5825, -0.52, 1, -0.2
5826, -0.36, 1, -0.2
5827, -0.52, 0.04, -0.04
5828, -0.52, 0.36, 0.12
5829, -0.6, 0.64, 0.16
5830, -0.44, 1, 0.2
5831, -0.6, 4, 0.4
5832, -0.44, 1, 0.2
5833, -0.44, 0.16, 0.08
5834, -0.44, 1, 0.2
5835, -0.44, 1.96, 0.28
5836, -0.44, 2.56, 0.32
5837, -0.6, 0.16, 0.08
5838, -0.52, 0.36, 0.12
5839, -0.36, 0.04, -0.04
5840, -0.36, 0.04, 0.04
5841, -0.6, 0.04, -0.04
5842, -0.52, 0.04, -0.04
5843, -0.68, 0.36, -0.12
5844, -0.36, 0.04, -0.04
5845, -0.52, 1, -0.2
5846, -0.52, 1.96, -0.28
5847, -0.44, 3.24, -0.36
5848, -0.28, 1.44, -0.24
5849, -0.36, 0.64, -0.16
5850, -0.68, 0.16, -0.08
5851, -0.36, 0, 0
5852, -0.6, 0.04, -0.04
5853, -0.44, 0.16, -0.08
5854, -0.6, 0, 0
5855, -0.36, 0.04, 0.04
5856, -0.52, 1.44, 0.24
5857, -0.52, 3.24, 0.36
5858, -0.52, 1, 0.2
5859, -0.36, 2.56, 0.32
5860, -0.36, 1, 0.2
5861, -0.52, 0.04, 0.04
5862, -0.36, 0.36, -0.12
5863, -0.44, 0.04, -0.04
5864, -0.44, 1.96, 0.28
5865, -0.36, 1, 0.2
5866, -0.68, 4.84, 0.44
5867, -0.44, 2.56, 0.32
5868, -0.44, 3.24, 0.36
5869, -0.44, 4, 0.4
5870, -0.36, 2.56, 0.32
5871, -0.44, 2.56, 0.32
5872, -0.52, 0.64, 0.16
5873, -0.28, 0.36, 0.12
5874, -0.28, 0.16, 0.08
5875, -0.44, 1, -0.2
5876, -0.6, 2.56, -0.32
5877, -0.52, 2.56, -0.32
5878, -0.44, 1.96, -0.28
5879, -0.28, 1.44, -0.24
5880, -0.52, 0.04, -0.04
5881, -0.44, 0.64, -0.16
5882, -0.6, 0.16, -0.08
5883, -0.44, 0.36, -0.12
5884, -0.36, 1.96, 0.28
5885, -0.36, 1, 0.2
5886, -0.52, 1, 0.2
5887, -0.44, 1, 0.2
5888, -0.6, 4, 0.4
5889, -0.52, 1.44, 0.24
5890, -0.6, 0.04, 0.04
5891, -0.6, 0.64, 0.16
5892, -0.68, 2.56, 0.32
5893, -0.6, 2.56, 0.32
5894, -0.68, 1.96, 0.28
5895, -0.36, 3.24, 0.36
5896, -0.52, 1.44, 0.24
5897, -0.36, 0.64, 0.16
5898, -0.52, 5.76, 0.48
5899, -0.44, 0.64, 0.16
5900, -0.52, 0, 0
5901, -0.52, 1, 0.2
5902, -0.44, 0.16, -0.08
5903, -0.36, 0, 0
5904, -0.52, 0.64, -0.16
5905, -0.36, 1.96, -0.28
5906, -0.52, 1, -0.2
5907, -0.44, 0.36, -0.12
5908, -0.2, 0, 0
5909, -0.12, 0.04, 0.04
5910, -0.2, 0.36, 0.12
5911, -0.36, 0.04, -0.04
5912, -0.2, 0.04, 0.04
5913, -0.44, 0.16, -0.08
5914, -0.44, 1, -0.2
5915, -0.44, 0, 0
5916, -0.2, 0.36, -0.12
5917, -0.36, 0.16, -0.08
5918, -0.52, 0.04, -0.04
5919, -0.36, 0.04, -0.04
5920, -0.36, 0, 0
5921, -0.36, 0.04, -0.04
5922, -0.52, 1, -0.2
5923, -0.44, 0.04, -0.04
5924, -0.52, 0.16, 0.08
5925, -0.6, 0.36, 0.12
5926, -0.52, 4.84, 0.44
