M, u(M), chi(M), m(M)
848, -0.36, 0.04, -0.04
849, -0.36, 1, 0.2
850, -0.52, 1.96, 0.28
851, -0.6, 4, 0.4
852, -0.68, 5.76, 0.48
853, -0.44, 1.44, 0.24
854, -0.36, 0.16, 0.08
855, -0.44, 1, 0.2
856, -0.44, 0.36, 0.12
857, -0.6, 0.04, 0.04
858, -0.44, 1.44, 0.24
859, -0.68, 0, 0
860, -0.6, 0.36, 0.12
861, -0.36, 1.44, 0.24
862, -0.52, 0.04, 0.04
863, -0.52, 0.04, -0.04
864, -0.68, 0.04, 0.04
865, -0.6, 0.04, 0.04
866, -0.6, 0.36, 0.12
867, -0.28, 0.16, 0.08
868, -0.36, 2.56, 0.32
869, -0.36, 1.44, 0.24
870, -0.52, 0.64, 0.16
871, -0.44, 1.44, 0.24
872, -0.44, 1, 0.2
873, -0.44, 3.24, 0.36
874, -0.68, 3.24, 0.36
875, -0.52, 1.96, 0.28
876, -0.44, 4.84, 0.44
877, -0.44, 4, 0.4
878, -0.36, 0.16, 0.08
879, -0.28, 0.04, 0.04
880, -0.44, 0, 0
881, -0.44, 0.64, 0.16
882, -0.44, 1.96, 0.28
883, -0.36, 2.56, 0.32
884, -0.36, 5.76, 0.48
885, -0.36, 1, 0.2
886, -0.44, 0.04, -0.04
887, -0.68, 0, 0
888, -0.68, 0.04, -0.04
889, -0.52, 0.16, 0.08
890, -0.36, 0.16, 0.08
891, -0.52, 0.16, 0.08
892, -0.52, 0.16, -0.08
893, -0.68, 0.16, 0.08
894, -0.68, 0.16, 0.08
895, -0.36, 1.44, 0.24
896, -0.36, 1.44, 0.24
897, -0.44, 4, 0.4
898, -0.44, 1.96, 0.28
899, -0.44, 2.56, 0.32
900, -0.28, 2.56, 0.32
901, -0.6, 1, 0.2
902, -0.52, 0.64, 0.16
903, -0.68, 0.04, 0.04
904, -0.6, 0.36, -0.12
905, -0.52, 0.04, 0.04
906, -0.6, 1.96, 0.28
907, -0.6, 1, 0.2
908, -0.76, 1.44, 0.24
909, -0.44, 0.36, 0.12
910, -0.44, 3.24, 0.36
911, -0.44, 0.64, 0.16
912, -0.44, 0.64, 0.16
913, -0.6, 4, 0.4
914, -0.36, 6.76, 0.52
915, -0.44, 1, 0.2
916, -0.28, 1, 0.2
917, -0.28, 0.04, -0.04
918, -0.44, 1, 0.2
919, -0.52, 1, 0.2
920, -0.44, 0.36, 0.12
921, -0.36, 0.36, 0.12
922, -0.52, 0.16, 0.08
923, -0.52, 0.36, -0.12
924, -0.6, 0.64, -0.16
925, -0.6, 1.96, -0.28
926, -0.6, 0.64, -0.16
927, -0.44, 1, -0.2
928, -0.44, 1.44, -0.24
929, -0.36, 3.24, -0.36
930, -0.6, 0.16, -0.08
931, -0.28, 0.16, -0.08
932, -0.6, 1, -0.2
933, -0.44, 0.04, -0.04
934, -0.44, 0.64, -0.16
935, -0.2, 0.36, -0.12
936, -0.28, 0.64, -0.16
937, -0.12, 0.64, -0.16
938, -0.28, 0.64, -0.16
939, -0.36, 0.04, 0.04
940, -0.44, 0.16, 0.08
941, -0.44, 0.04, 0.04
942, -0.52, 0.16, 0.08
943, -0.52, 0.16, -0.08
944, -0.68, 0, 0
945, -0.52, 1, 0.2
946, -0.6, 0.16, 0.08
947, -0.28, 0.16, -0.08
948, -0.6, 0.04, -0.04
949, -0.68, 0.16, -0.08
950, -0.44, 1.44, -0.24
951, -0.28, 1.96, -0.28
952, -0.6, 2.56, -0.32
953, -0.44, 0.36, -0.12
954, -0.6, 1, -0.2
955, -0.44, 2.56, -0.32
956, -0.6, 0, 0
957, -0.68, 0.16, 0.08
958, -0.52, 4, 0.4
959, -0.6, 1.96, 0.28
960, -0.6, 1.44, 0.24
961, -0.52, 0.36, 0.12
962, -0.52, 0.64, -0.16
963, -0.52, 0.16, -0.08
964, -0.52, 1.96, 0.28
965, -0.36, 4, 0.4
966, -0.36, 1.44, 0.24
967, -0.36, 0.04, 0.04
968, -0.36, 0.36, -0.12
969, -0.6, 0.36, -0.12
970, -0.44, 0.64, -0.16
971, -0.44, 2.56, -0.32
972, -0.52, 5.76, -0.48
973, -0.6, 3.24, -0.36
974, -0.36, 1, -0.2
975, -0.44, 0.36, -0.12
976, -0.52, 0.64, -0.16
977, -0.28, 0.16, -0.08
978, -0.44, 1.44, -0.24
979, -0.6, 0.16, -0.08
980, -0.6, 0.16, -0.08
981, -0.44, 0.04, -0.04
982, -0.6, 0.04, -0.04
983, -0.12, 0.16, 0.08
984, -0.36, 2.56, -0.32
985, -0.52, 0.36, -0.12
986, -0.6, 0.16, 0.08
987, -0.52, 0.16, 0.08
988, -0.6, 0.64, -0.16
989, -0.44, 0.16, -0.08
990, -0.52, 0.16, -0.08
991, -0.28, 0, 0
992, -0.52, 0, 0
993, -0.68, 0.16, 0.08
994, -0.52, 1.96, 0.28
995, -0.68, 1, 0.2
996, -0.52, 1, 0.2
997, -0.52, 0.16, 0.08
998, -0.28, 0, 0
999, -0.52, 1.44, 0.24
1000, -0.36, 0.04, -0.04
1001, -0.28, 0.16, -0.08
1002, -0.44, 1, -0.2
1003, -0.68, 2.56, -0.32
1004, -0.6, 2.56, -0.32
1005, -0.36, 0.64, -0.16
1006, -0.36, 0.64, -0.16
1007, -0.52, 0.36, -0.12
1008, -0.52, 1, -0.2
1009, -0.36, 0.16, -0.08
1010, -0.36, 0, 0
1011, -0.6, 0.16, 0.08
1012, -0.6, 0, 0
1013, -0.52, 0, 0
1014, -0.28, 0.04, -0.04
1015, -0.36, 1.96, 0.28
1016, -0.52, 2.56, 0.32
1017, -0.52, 1.96, 0.28
1018, -0.44, 1.44, 0.24
1019, -0.36, 1, 0.2
1020, -0.28, 1, 0.2
1021, -0.36, 0.16, 0.08
1022, -0.52, 1, 0.2
1023, -0.52, 0.04, -0.04
1024, -0.6, 0.64, -0.16
1025, -0.52, 0.04, -0.04
1026, -0.6, 0.16, -0.08
1027, -0.52, 0.64, -0.16
1028, -0.44, 1, -0.2
1029, -0.2, 0.64, -0.16
1030, -0.28, 0.16, -0.08
1031, -0.2, 0.36, 0.12
1032, -0.44, 1, 0.2
1033, -0.6, 0.16, 0.08
1034, -0.36, 0.36, -0.12
1035, -0.44, 1.44, 0.24
1036, -0.36, 0.04, -0.04
1037, -0.28, 1.96, -0.28
1038, -0.36, 5.76, -0.48
1039, -0.44, 5.76, -0.48
1040, -0.12, 1, -0.2
1041, -0.44, 2.56, -0.32
1042, -0.52, 4.84, -0.44
1043, -0.52, 4.84, -0.44
1044, -0.28, 0.36, -0.12
1045, -0.36, 0.36, -0.12
1046, -0.2, 0.04, 0.04
1047, -0.44, 1, 0.2
1048, -0.6, 2.56, 0.32
1049, -0.36, 1.96, 0.28
1050, -0.44, 0.36, 0.12
1051, -0.44, 1.44, -0.24
1052, -0.44, 0.36, -0.12
1053, -0.28, 1, -0.2
1054, -0.36, 1.44, 0.24
1055, -0.36, 4, 0.4
1056, -0.36, 6.76, 0.52
1057, -0.52, 4, 0.4
1058, -0.44, 6.76, 0.52
1059, -0.52, 7.84, 0.56
1060, -0.6, 5.76, 0.48
1061, -0.68, 2.56, 0.32
1062, -0.44, 1.96, 0.28
1063, -0.44, 4.84, 0.44
1064, -0.52, 5.76, 0.48
1065, -0.52, 1.44, 0.24
1066, -0.52, 1, 0.2
1067, -0.36, 0.16, -0.08
1068, -0.28, 0, 0
1069, -0.44, 0, 0
1070, -0.52, 1, 0.2
1071, -0.6, 3.24, 0.36
1072, -0.52, 6.76, 0.52
1073, -0.52, 6.76, 0.52
1074, -0.28, 1.96, 0.28
1075, -0.36, 5.76, 0.48
1076, -0.44, 1.96, 0.28
1077, -0.52, 0.64, 0.16
1078, -0.44, 0.36, 0.12
1079, -0.44, 0.16, -0.08
1080, -0.36, 0.04, 0.04
1081, -0.36, 5.76, 0.48
1082, -0.76, 10.24, 0.64
1083, -0.6, 9, 0.6
1084, -0.68, 11.56, 0.68
1085, -0.52, 10.24, 0.64
1086, -0.2, 0.36, 0.12
1087, -0.44, 2.56, 0.32
1088, -0.2, 1.96, 0.28
1089, -0.68, 5.76, 0.48
1090, -0.52, 1.44, 0.24
1091, -0.28, 0.36, 0.12
1092, -0.28, 0.64, -0.16
1093, -0.28, 0.04, 0.04
1094, -0.52, 3.24, 0.36
1095, -0.44, 1, 0.2
1096, -0.52, 4.84, 0.44
1097, -0.6, 4, 0.4
1098, -0.68, 1.96, 0.28
1099, -0.6, 1.44, 0.24
1100, -0.68, 0.04, -0.04
1101, -0.36, 1.44, 0.24
1102, -0.28, 0, 0
1103, -0.36, 0, 0
1104, -0.44, 0.16, -0.08
1105, -0.44, 0.36, -0.12
1106, -0.52, 0.04, 0.04
1107, -0.44, 0.04, 0.04
1108, -0.44, 3.24, 0.36
1109, -0.52, 3.24, 0.36
1110, -0.6, 4.84, 0.44
1111, -0.52, 1.44, 0.24
1112, -0.68, 0, 0
1113, -0.52, 0.16, -0.08
1114, -0.2, 0.04, 0.04
1115, -0.44, 0.04, 0.04
1116, -0.52, 0, 0
1117, -0.44, 0.16, -0.08
1118, -0.36, 0.04, -0.04
1119, -0.36, 0.36, -0.12
1120, -0.36, 0.04, -0.04
1121, -0.36, 0.36, 0.12
1122, -0.44, 0.64, 0.16
1123, -0.52, 0.16, 0.08
1124, -0.44, 0.64, 0.16
1125, -0.36, 0.04, -0.04
1126, -0.36, 0.16, -0.08
1127, -0.44, 0.04, 0.04
1128, -0.28, 1.96, 0.28
1129, -0.44, 1.44, 0.24
1130, -0.68, 1.44, 0.24
1131, -0.68, 1.96, 0.28
1132, -0.52, 0.16, 0.08
1133, -0.44, 0.64, 0.16
1134, -0.36, 0, 0
1135, -0.52, 0.36, -0.12
1136, -0.52, 0.64, -0.16
1137, -0.52, 1.44, -0.24
1138, -0.6, 1.96, -0.28
1139, -0.36, 0.36, -0.12
1140, -0.36, 0.04, -0.04
1141, -0.36, 0.36, -0.12
1142, -0.44, 0.16, -0.08
1143, -0.6, 0.36, 0.12
1144, -0.36, 0.16, 0.08
1145, -0.52, 0.16, 0.08
1146, -0.28, 0, 0
1147, -0.44, 0.16, 0.08
1148, -0.52, 1, 0.2
1149, -0.28, 0, 0
1150, -0.52, 1, 0.2
1151, -0.36, 1, 0.2
1152, -0.52, 0.36, -0.12
1153, -0.44, 0.64, -0.16
1154, -0.44, 0.64, -0.16
1155, -0.52, 3.24, -0.36
1156, -0.44, 1.96, -0.28
1157, -0.28, 0.16, -0.08
1158, -0.36, 3.24, -0.36
1159, -0.44, 0.64, -0.16
1160, -0.36, 0.16, -0.08
1161, -0.6, 0.16, -0.08
1162, -0.36, 1.96, 0.28
1163, -0.6, 0.16, 0.08
1164, -0.52, 0.36, -0.12
1165, -0.36, 0.16, -0.08
1166, -0.44, 0.16, 0.08
1167, -0.52, 1, 0.2
1168, -0.6, 2.56, 0.32
1169, -0.68, 4.84, 0.44
1170, -0.52, 4, 0.4
1171, -0.6, 4, 0.4
1172, -0.44, 2.56, 0.32
1173, -0.52, 1.96, 0.28
1174, -0.68, 4, 0.4
1175, -0.52, 1.44, 0.24
1176, -0.6, 0.36, 0.12
1177, -0.52, 0.16, 0.08
1178, -0.52, 0, 0
1179, -0.68, 0.64, -0.16
1180, -0.44, 0.36, 0.12
1181, -0.52, 0.04, -0.04
1182, -0.6, 0.16, 0.08
1183, -0.36, 0.04, 0.04
1184, -0.36, 0.64, -0.16
1185, -0.52, 0, 0
1186, -0.36, 0.64, -0.16
1187, -0.2, 0.64, -0.16
1188, -0.44, 5.76, -0.48
1189, -0.36, 1.44, -0.24
1190, -0.52, 1.44, -0.24
1191, -0.44, 0.36, -0.12
1192, -0.52, 0, 0
1193, -0.52, 1, 0.2
1194, -0.52, 1, 0.2
1195, -0.44, 0.04, 0.04
1196, -0.44, 0.04, -0.04
1197, -0.44, 0, 0
1198, -0.44, 0.16, 0.08
1199, -0.28, 1, 0.2
1200, -0.36, 0.16, 0.08
1201, -0.12, 0, 0
1202, -0.36, 0, 0
1203, -0.44, 0.04, 0.04
1204, -0.28, 0.36, 0.12
1205, -0.36, 1, 0.2
1206, -0.44, 0.04, -0.04
1207, -0.44, 0, 0
1208, -0.36, 1, 0.2
1209, -0.6, 0.16, 0.08
1210, -0.2, 0, 0
1211, -0.52, 0.04, -0.04
1212, -0.44, 1, -0.2
1213, -0.6, 0.04, -0.04
1214, -0.6, 0.36, -0.12
1215, -0.6, 2.56, -0.32
1216, -0.44, 0, 0
1217, -0.04, 0, 0
1218, -0.28, 1, -0.2
1219, -0.36, 0.64, -0.16
1220, -0.36, 1.44, -0.24
1221, -0.36, 0, 0
1222, -0.2, 1, 0.2
1223, -0.36, 1.96, 0.28
1224, -0.28, 0.64, 0.16
1225, -0.44, 0.64, 0.16
1226, -0.52, 4, 0.4
1227, -0.6, 10.24, 0.64
1228, -0.6, 3.24, 0.36
1229, -0.6, 0.16, 0.08
1230, -0.52, 0, 0
1231, -0.68, 0.64, 0.16
1232, -0.52, 1, 0.2
1233, -0.12, 0.16, 0.08
1234, -0.28, 0, 0
1235, -0.36, 0.16, 0.08
1236, -0.52, 0.04, 0.04
1237, -0.52, 0, 0
1238, -0.52, 0.16, -0.08
1239, -0.52, 0.16, -0.08
1240, -0.36, 0.64, -0.16
1241, -0.12, 1.44, 0.24
1242, -0.36, 0.64, 0.16
1243, -0.6, 1.96, 0.28
1244, -0.52, 3.24, 0.36
1245, -0.44, 4.84, 0.44
1246, -0.6, 1.44, 0.24
1247, -0.44, 0.04, -0.04
1248, -0.6, 0.04, 0.04
1249, -0.6, 0.04, -0.04
1250, -0.44, 0.64, -0.16
1251, -0.6, 0.36, -0.12
1252, -0.44, 0, 0
1253, -0.6, 0.04, 0.04
1254, -0.36, 0.36, 0.12
1255, -0.44, 0.16, 0.08
1256, -0.6, 0.36, -0.12
1257, -0.76, 0, 0
1258, -0.6, 0.16, 0.08
1259, -0.44, 0.64, 0.16
1260, -0.44, 0.16, 0.08
1261, -0.52, 1.96, 0.28
1262, -0.52, 1, 0.2
1263, -0.36, 0.36, 0.12
1264, -0.36, 0.04, -0.04
1265, -0.44, 1.96, 0.28
1266, -0.6, 1, 0.2
1267, -0.52, 2.56, 0.32
1268, -0.68, 4.84, 0.44
1269, -0.68, 7.84, 0.56
1270, -0.52, 4.84, 0.44
1271, -0.52, 1.44, 0.24
1272, -0.44, 1.44, 0.24
1273, -0.36, 1.96, 0.28
1274, -0.28, 0.16, 0.08
1275, -0.44, 0.16, 0.08
1276, -0.68, 0.36, -0.12
1277, -0.44, 0.04, 0.04
1278, -0.28, 0.64, -0.16
1279, -0.6, 1.44, -0.24
1280, -0.6, 2.56, -0.32
1281, -0.28, 2.56, -0.32
1282, -0.44, 1, -0.2
1283, -0.36, 4.84, -0.44
1284, -0.6, 9, -0.6
1285, -0.44, 4.84, -0.44
1286, -0.68, 7.84, -0.56
1287, -0.36, 1.96, -0.28
1288, -0.44, 0.36, -0.12
1289, -0.36, 1.44, -0.24
1290, -0.52, 0.64, -0.16
1291, -0.52, 0.36, -0.12
1292, -0.52, 0.36, 0.12
1293, -0.44, 0.64, 0.16
1294, -0.44, 0.36, 0.12
1295, -0.52, 0.36, 0.12
1296, -0.52, 0.04, -0.04
1297, -0.6, 0.36, -0.12
1298, -0.52, 0.16, 0.08
1299, -0.36, 2.56, 0.32
1300, -0.52, 1.44, 0.24
1301, -0.44, 0.16, 0.08
1302, -0.6, 0.16, 0.08
1303, -0.52, 0.16, -0.08
1304, -0.12, 0.04, 0.04
1305, -0.28, 0.36, -0.12
1306, -0.44, 1, 0.2
1307, -0.36, 1.44, 0.24
1308, -0.36, 4, 0.4
1309, -0.6, 5.76, 0.48
1310, -0.52, 4.84, 0.44
1311, -0.68, 9, 0.6
1312, -0.68, 5.76, 0.48
1313, -0.52, 4, 0.4
1314, -0.2, 0.64, 0.16
1315, -0.44, 0.04, -0.04
1316, -0.68, 0.16, -0.08
1317, -0.52, 1, 0.2
1318, -0.52, 1, 0.2
1319, -0.52, 0.36, 0.12
1320, -0.44, 0.16, 0.08
1321, -0.44, 0.04, -0.04
1322, -0.6, 2.56, -0.32
1323, -0.44, 7.84, -0.56
1324, -0.6, 10.24, -0.64
1325, -0.44, 4.84, -0.44
1326, -0.68, 10.24, -0.64
1327, -0.6, 7.84, -0.56
1328, -0.44, 3.24, -0.36
1329, -0.44, 2.56, -0.32
1330, -0.36, 4, -0.4
1331, -0.52, 5.76, -0.48
1332, -0.6, 5.76, -0.48
1333, -0.6, 4, -0.4
1334, -0.44, 1.44, -0.24
1335, -0.52, 3.24, -0.36
1336, -0.6, 1, -0.2
1337, -0.52, 0.64, -0.16
1338, -0.52, 0.16, -0.08
1339, -0.52, 0.16, -0.08
1340, -0.6, 0.36, -0.12
1341, -0.68, 3.24, -0.36
1342, -0.44, 0.64, -0.16
1343, -0.44, 0.16, -0.08
1344, -0.44, 0.04, 0.04
1345, -0.52, 1, -0.2
1346, -0.52, 0.64, 0.16
1347, -0.44, 0.36, -0.12
1348, -0.52, 0.36, -0.12
1349, -0.68, 1, -0.2
1350, -0.52, 1.44, -0.24
1351, -0.6, 1, -0.2
1352, -0.6, 0, 0
1353, -0.6, 0.04, -0.04
1354, -0.44, 0.16, -0.08
1355, -0.6, 1, -0.2
1356, -0.6, 0.64, -0.16
1357, -0.44, 0.04, -0.04
1358, -0.12, 0.36, -0.12
1359, -0.44, 0.16, -0.08
1360, -0.36, 0, 0
1361, -0.28, 0.36, 0.12
1362, -0.44, 4, 0.4
1363, -0.44, 0.04, 0.04
1364, -0.28, 1, -0.2
1365, -0.52, 3.24, -0.36
1366, -0.6, 1.96, -0.28
1367, -0.52, 0.16, -0.08
1368, -0.68, 1, -0.2
1369, -0.28, 1, -0.2
1370, -0.44, 0.16, 0.08
1371, -0.52, 0.36, 0.12
1372, -0.52, 0.36, 0.12
1373, -0.36, 0.16, -0.08
1374, -0.44, 0.04, -0.04
1375, -0.44, 0.16, 0.08
1376, -0.52, 0.16, 0.08
1377, -0.44, 0.16, -0.08
1378, -0.6, 0.36, 0.12
1379, -0.36, 0.04, 0.04
1380, -0.28, 0.04, -0.04
1381, -0.52, 1.44, -0.24
1382, -0.6, 0.16, -0.08
1383, -0.52, 0.64, 0.16
1384, -0.44, 0.16, 0.08
1385, -0.52, 1, 0.2
1386, -0.28, 0.16, 0.08
1387, -0.52, 0.04, 0.04
1388, -0.36, 1, 0.2
1389, -0.44, 0.64, 0.16
1390, -0.36, 0.16, 0.08
1391, -0.44, 1.44, 0.24
1392, -0.36, 1, 0.2
1393, -0.36, 0.04, 0.04
1394, -0.44, 0.64, 0.16
1395, -0.36, 0, 0
1396, -0.52, 0.64, 0.16
1397, -0.44, 0.64, 0.16
1398, -0.44, 0.04, 0.04
1399, -0.44, 1, -0.2
1400, -0.2, 0.16, 0.08
1401, -0.28, 0, 0
1402, -0.6, 7.84, -0.56
1403, -0.44, 6.76, -0.52
1404, -0.44, 5.76, -0.48
1405, -0.52, 7.84, -0.56
1406, -0.6, 5.76, -0.48
1407, -0.52, 4.84, -0.44
1408, -0.6, 2.56, -0.32
1409, -0.44, 0, 0
1410, -0.2, 1.96, 0.28
1411, -0.44, 4.84, 0.44
1412, -0.6, 4, 0.4
1413, -0.36, 1.96, 0.28
1414, -0.52, 0.64, 0.16
1415, -0.44, 0.16, -0.08
1416, -0.52, 0.36, 0.12
1417, -0.12, 1.44, 0.24
1418, -0.44, 1.96, 0.28
1419, -0.52, 1, 0.2
1420, -0.6, 0.64, 0.16
1421, -0.44, 1.44, 0.24
1422, -0.28, 0.04, 0.04
1423, -0.36, 0.16, 0.08
1424, -0.44, 0.04, 0.04
1425, -0.44, 0.64, 0.16
1426, -0.52, 2.56, 0.32
1427, -0.6, 1, 0.2
1428, -0.44, 0.16, 0.08
1429, -0.6, 0.04, -0.04
1430, -0.52, 0.04, 0.04
1431, -0.44, 1.44, 0.24
1432, -0.6, 0.36, 0.12
1433, -0.52, 4, 0.4
1434, -0.52, 4.84, 0.44
1435, -0.52, 7.84, 0.56
1436, -0.36, 1, 0.2
1437, -0.52, 0.36, 0.12
1438, -0.28, 0.64, 0.16
1439, -0.36, 2.56, 0.32
1440, -0.44, 3.24, 0.36
1441, -0.44, 0.64, 0.16
1442, -0.44, 0.16, -0.08
1443, -0.36, 4, -0.4
1444, -0.52, 1.44, -0.24
1445, -0.6, 0.16, -0.08
1446, -0.52, 0.16, 0.08
1447, -0.52, 1, -0.2
1448, -0.76, 0.64, -0.16
1449, -0.28, 0.04, 0.04
1450, -0.44, 1.44, 0.24
1451, -0.52, 0, 0
1452, -0.6, 1.96, 0.28
1453, -0.44, 7.84, 0.56
1454, -0.36, 1.96, 0.28
1455, -0.6, 2.56, 0.32
1456, -0.44, 0.04, 0.04
1457, -0.36, 0.04, -0.04
1458, -0.28, 0, 0
1459, -0.52, 0, 0
1460, -0.6, 0.04, -0.04
1461, -0.52, 0.64, 0.16
1462, -0.44, 1, 0.2
1463, -0.52, 0.04, -0.04
1464, -0.52, 1, -0.2
1465, -0.36, 0.16, -0.08
1466, -0.36, 0.36, -0.12
1467, -0.52, 1, -0.2
1468, -0.68, 0.04, -0.04
1469, -0.44, 0.04, 0.04
1470, -0.52, 1.96, 0.28
1471, -0.44, 1.96, 0.28
1472, -0.52, 5.76, 0.48
1473, -0.44, 7.84, 0.56
1474, -0.6, 6.76, 0.52
1475, -0.44, 1.44, 0.24
1476, -0.28, 1.96, 0.28
1477, -0.6, 1.96, 0.28
1478, -0.44, 0.16, 0.08
1479, -0.68, 1.44, 0.24
1480, -0.68, 0.16, 0.08
1481, -0.28, 0.36, 0.12
1482, -0.28, 1, 0.2
1483, -0.44, 0, 0
1484, -0.28, 4, 0.4
1485, -0.36, 4.84, 0.44
1486, -0.52, 4, 0.4
1487, -0.36, 4.84, 0.44
1488, -0.2, 0.16, 0.08
1489, -0.44, 3.24, 0.36
1490, -0.6, 5.76, 0.48
1491, -0.44, 3.24, 0.36
1492, -0.68, 6.76, 0.52
1493, -0.28, 2.56, 0.32
1494, -0.28, 1, 0.2
1495, -0.36, 1.44, 0.24
1496, -0.44, 0, 0
1497, -0.36, 1, 0.2
1498, -0.6, 2.56, 0.32
1499, -0.44, 1.44, 0.24
1500, -0.36, 4, 0.4
1501, -0.28, 5.76, 0.48
1502, -0.36, 0.04, 0.04
1503, -0.36, 2.56, 0.32
1504, -0.28, 1, 0.2
1505, -0.6, 1.96, 0.28
1506, -0.68, 4.84, 0.44
1507, -0.44, 4.84, 0.44
1508, -0.68, 9, 0.6
1509, -0.36, 4.84, 0.44
1510, -0.6, 2.56, 0.32
1511, -0.44, 0.36, 0.12
1512, -0.36, 0.04, 0.04
1513, -0.28, 0, 0
1514, -0.44, 1, -0.2
1515, -0.52, 0.64, -0.16
1516, -0.52, 1, -0.2
1517, -0.36, 0.04, 0.04
1518, -0.28, 0.16, 0.08
1519, -0.36, 0.36, 0.12
1520, -0.44, 0, 0
1521, -0.44, 0.04, 0.04
1522, -0.36, 1, -0.2
1523, -0.36, 0.64, -0.16
1524, -0.52, 0.64, -0.16
1525, -0.52, 0.36, -0.12
1526, -0.6, 1.96, -0.28
1527, -0.44, 1, -0.2
1528, -0.68, 2.56, -0.32
1529, -0.68, 5.76, -0.48
1530, -0.52, 1.44, -0.24
1531, -0.52, 1.96, -0.28
1532, -0.44, 0.36, -0.12
1533, -0.6, 0.36, -0.12
1534, -0.6, 3.24, -0.36
1535, -0.6, 1.96, -0.28
1536, -0.52, 1.96, -0.28
1537, -0.36, 1, -0.2
1538, -0.44, 2.56, -0.32
1539, -0.44, 1.44, -0.24
1540, -0.52, 1.44, -0.24
1541, -0.52, 4, -0.4
1542, -0.6, 1, -0.2
1543, -0.44, 1.96, -0.28
1544, -0.36, 0.36, -0.12
1545, -0.36, 1, -0.2
1546, -0.6, 0.16, -0.08
1547, -0.44, 0.04, 0.04
1548, -0.28, 0.36, 0.12
1549, -0.52, 1.44, 0.24
1550, -0.44, 3.24, 0.36
1551, -0.44, 2.56, 0.32
1552, -0.44, 0.36, 0.12
1553, -0.28, 0.04, -0.04
1554, -0.44, 0.04, 0.04
1555, -0.52, 0.04, -0.04
1556, -0.44, 0.16, -0.08
1557, -0.36, 0.36, -0.12
1558, -0.36, 1.44, -0.24
1559, -0.76, 5.76, -0.48
1560, -0.68, 4.84, -0.44
1561, -0.76, 4, -0.4
1562, -0.68, 4.84, -0.44
1563, -0.52, 0.16, -0.08
1564, -0.6, 0, 0
1565, -0.6, 0.04, -0.04
1566, -0.52, 0, 0
1567, -0.6, 1, 0.2
1568, -0.52, 1, 0.2
1569, -0.44, 0.36, 0.12
1570, -0.52, 0, 0
1571, -0.28, 0.64, 0.16
1572, -0.36, 3.24, 0.36
1573, -0.2, 1.44, 0.24
1574, -0.52, 4, 0.4
1575, -0.36, 1.44, 0.24
1576, -0.28, 4, 0.4
1577, -0.36, 4.84, 0.44
1578, -0.44, 5.76, 0.48
1579, -0.36, 1.96, 0.28
1580, -0.36, 1.44, 0.24
1581, -0.12, 1.44, 0.24
1582, -0.36, 1.44, 0.24
1583, -0.28, 0.04, -0.04
1584, -0.36, 0.64, 0.16
1585, -0.52, 0.04, 0.04
1586, -0.36, 0.36, 0.12
1587, -0.44, 1.44, -0.24
1588, -0.6, 1.44, -0.24
1589, -0.52, 1.44, -0.24
1590, -0.76, 1.96, -0.28
1591, -0.6, 2.56, -0.32
1592, -0.44, 0.36, -0.12
1593, -0.36, 0.36, -0.12
1594, -0.52, 0.16, -0.08
1595, -0.52, 0.36, 0.12
1596, -0.6, 2.56, 0.32
1597, -0.6, 2.56, 0.32
1598, -0.52, 1.96, 0.28
1599, -0.28, 0.64, 0.16
1600, -0.2, 0.16, 0.08
1601, -0.44, 0.36, -0.12
1602, -0.36, 0.16, -0.08
1603, -0.2, 0.64, -0.16
1604, -0.28, 1.44, -0.24
1605, -0.44, 1, -0.2
1606, -0.44, 1.44, -0.24
1607, -0.52, 0.64, -0.16
1608, -0.28, 1.96, -0.28
1609, -0.36, 0, 0
1610, -0.36, 1.96, 0.28
1611, -0.68, 6.76, 0.52
1612, -0.68, 5.76, 0.48
1613, -0.52, 1.96, 0.28
1614, -0.44, 4, 0.4
1615, -0.28, 1.44, 0.24
1616, -0.44, 3.24, 0.36
1617, -0.52, 2.56, 0.32
1618, -0.36, 0.64, 0.16
1619, -0.68, 1.96, 0.28
1620, -0.6, 0.16, 0.08
1621, -0.6, 1, -0.2
1622, -0.6, 3.24, -0.36
1623, -0.44, 4.84, -0.44
1624, -0.44, 3.24, -0.36
1625, -0.28, 2.56, -0.32
1626, -0.52, 4, -0.4
1627, -0.44, 3.24, -0.36
1628, -0.44, 0.64, -0.16
1629, -0.36, 0.16, 0.08
1630, -0.28, 0, 0
1631, -0.28, 0.04, 0.04
1632, -0.6, 0.64, 0.16
1633, -0.52, 0, 0
1634, -0.44, 0.04, 0.04
1635, -0.44, 0.04, 0.04
1636, -0.44, 0.16, -0.08
1637, -0.52, 0.16, -0.08
1638, -0.44, 1.96, -0.28
1639, -0.44, 0, 0
1640, -0.2, 0.04, -0.04
1641, -0.36, 1, -0.2
1642, -0.28, 2.56, -0.32
1643, -0.52, 3.24, -0.36
1644, -0.52, 2.56, -0.32
1645, -0.44, 4, -0.4
1646, -0.44, 4.84, -0.44
1647, -0.52, 1.44, -0.24
1648, -0.52, 1, -0.2
1649, -0.68, 4, -0.4
1650, -0.52, 1.96, -0.28
1651, -0.44, 2.56, -0.32
1652, -0.6, 3.24, -0.36
1653, -0.44, 1, -0.2
1654, -0.28, 3.24, -0.36
1655, -0.28, 4, -0.4
1656, -0.2, 0.64, -0.16
1657, -0.36, 2.56, -0.32
1658, -0.6, 1, -0.2
