igen, l1_best, l1_mean
180, 9.78776, 9.78848
181, 9.78776, 9.78776
182, 9.78776, 9.78866
183, 9.78776, 9.79984
184, 9.78776, 9.82807
185, 9.78776, 9.84457
186, 9.78776, 9.82394
187, 9.78776, 9.81962
188, 9.78776, 9.79696
189, 9.78776, 9.85834
190, 9.78776, 9.84509
191, 9.78776, 9.82588
192, 9.78776, 9.79939
193, 9.78776, 9.78776
194, 9.78776, 9.788
195, 9.78776, 9.81134
196, 9.78776, 9.78776
197, 9.78776, 9.79371
198, 9.78776, 9.79286
199, 9.78776, 9.79147
200, 9.78776, 9.78776
201, 9.78776, 9.80272
202, 9.78776, 9.81877
203, 9.78776, 9.79296
204, 9.78776, 9.78819
205, 9.78776, 9.80448
206, 9.78776, 9.83083
207, 9.78776, 9.82969
208, 9.78776, 9.83798
209, 9.78776, 9.78776
210, 9.78776, 9.78789
211, 9.78776, 9.78776
212, 9.78776, 9.78776
213, 9.78776, 9.78997
214, 9.78776, 9.79815
215, 9.78776, 9.79723
216, 9.78776, 9.84263
217, 9.78776, 9.81527
218, 9.78776, 9.7893
219, 9.78776, 9.85544
220, 9.78776, 9.80258
221, 9.78776, 9.81898
222, 9.78776, 9.80218
223, 9.78776, 9.80018
224, 9.78776, 9.80216
225, 9.78776, 9.78889
226, 9.78776, 9.78939
227, 9.78776, 9.80632
228, 9.78776, 9.84762
229, 9.78776, 9.8675
230, 9.78776, 9.81946
231, 9.78776, 9.81053
232, 9.78776, 9.78984
233, 9.78776, 9.79795
234, 9.78776, 9.80279
235, 9.78776, 9.78812
236, 9.78776, 9.80753
237, 9.78776, 9.7883
238, 9.78776, 9.80164
239, 9.78776, 9.80229
240, 9.78776, 9.79177
241, 9.78776, 9.82916
242, 9.78776, 9.89013
243, 9.78776, 9.80885
244, 9.78776, 9.79506
245, 9.78776, 9.80469
246, 9.78776, 9.80521
247, 9.78776, 9.79525
248, 9.78776, 9.80288
249, 9.78776, 9.86921
250, 9.78776, 9.8507
